object_id,heat-days-score,timeperiod
18-300-00101,15.411764705882353,2021_07
18-300-00102,16.0,2021_07
18-300-00103,15.8,2021_07
18-300-00104,16.53846153846154,2021_07
18-300-00105,14.0,2021_07
18-300-00106,,2021_07
18-300-00107,13.0,2021_07
18-300-00108,13.0,2021_07
18-301-00109,14.666666666666666,2021_07
18-301-00110,13.0,2021_07
18-301-00111,13.0,2021_07
18-301-00112,12.75,2021_07
18-301-00113,15.5,2021_07
18-301-00114,15.75,2021_07
18-302-00115,16.875,2021_07
18-302-00116,18.0,2021_07
18-302-00117,17.666666666666668,2021_07
18-302-00118,22.666666666666668,2021_07
18-302-00119,20.666666666666668,2021_07
18-303-00120,13.75,2021_07
18-303-00121,13.285714285714286,2021_07
18-303-00122,10.8,2021_07
18-303-00123,10.0,2021_07
18-799-00124,15.0,2021_07
18-799-00125,,2021_07
18-304-00126,12.0,2021_07
18-304-00127,12.5,2021_07
18-304-00128,12.6,2021_07
18-304-00129,11.0,2021_07
18-305-00130,12.6,2021_07
18-305-00131,15.2,2021_07
18-305-00132,14.25,2021_07
18-305-00133,12.6,2021_07
18-305-00134,13.8,2021_07
18-305-00135,10.6,2021_07
18-305-00136,12.6,2021_07
18-306-00137,14.529411764705882,2021_07
18-306-00138,13.714285714285714,2021_07
18-306-00139,12.833333333333334,2021_07
18-306-00140,13.555555555555555,2021_07
18-307-00141,12.6,2021_07
18-307-00142,19.8,2021_07
18-307-00143,18.0,2021_07
18-307-00144,20.0,2021_07
18-307-00145,19.75,2021_07
18-307-00146,22.0,2021_07
18-307-00147,26.0,2021_07
18-308-00148,,2021_07
18-308-00149,20.0,2021_07
18-308-00150,22.5,2021_07
18-308-00151,21.75,2021_07
18-308-00152,18.272727272727273,2021_07
18-308-00153,21.8,2021_07
18-309-00154,18.166666666666668,2021_07
18-309-00155,18.357142857142858,2021_07
18-309-00156,19.0,2021_07
18-309-00157,18.58823529411765,2021_07
18-310-00158,20.818181818181817,2021_07
18-310-00159,18.833333333333332,2021_07
18-310-00160,18.125,2021_07
18-310-00161,18.0,2021_07
18-310-00162,18.8,2021_07
18-310-00163,17.5,2021_07
18-310-00164,17.857142857142858,2021_07
18-311-00165,18.333333333333332,2021_07
18-311-00166,22.0,2021_07
18-311-00167,19.0,2021_07
18-311-00168,19.75,2021_07
18-312-00169,23.0,2021_07
18-312-00170,22.833333333333332,2021_07
18-312-00171,22.0,2021_07
18-313-00172,14.909090909090908,2021_07
18-313-00173,18.2,2021_07
18-313-00174,21.2,2021_07
18-313-00175,20.7,2021_07
18-313-00176,18.25,2021_07
18-313-00177,16.272727272727273,2021_07
18-314-00178,18.235294117647058,2021_07
18-314-00179,19.272727272727273,2021_07
18-315-00180,16.130434782608695,2021_07
18-315-00181,17.866666666666667,2021_07
18-315-00182,17.0,2021_07
18-315-00183,15.26923076923077,2021_07
18-316-00184,16.4,2021_07
18-316-00185,16.363636363636363,2021_07
18-316-00186,17.166666666666668,2021_07
18-316-00187,14.76923076923077,2021_07
18-316-00188,16.555555555555557,2021_07
18-317-00189,15.0,2021_07
18-317-00190,15.666666666666666,2021_07
18-317-00191,14.6,2021_07
18-317-00192,14.8,2021_07
18-317-00193,14.833333333333334,2021_07
18-318-00194,16.0,2021_07
18-318-00195,15.5,2021_07
18-318-00196,15.833333333333334,2021_07
18-318-00197,14.5,2021_07
18-319-00198,15.5,2021_07
18-319-00199,17.333333333333332,2021_07
18-319-00200,13.6,2021_07
18-319-00201,13.5,2021_07
18-319-00202,14.5,2021_07
18-320-00203,13.0,2021_07
18-320-00204,,2021_07
18-320-00205,17.2,2021_07
18-320-00206,17.0,2021_07
18-320-00207,16.363636363636363,2021_07
18-321-00208,15.5,2021_07
18-321-00209,15.0,2021_07
18-321-00210,14.0,2021_07
18-321-00211,13.285714285714286,2021_07
18-321-00212,14.285714285714286,2021_07
18-321-00213,11.75,2021_07
18-321-00214,11.5,2021_07
18-321-00215,12.666666666666666,2021_07
18-321-00216,23.571428571428573,2021_07
18-321-00217,13.0,2021_07
18-321-00218,14.0,2021_07
18-322-00219,13.0,2021_07
18-322-00220,15.0,2021_07
18-322-00221,16.0,2021_07
18-323-00222,14.0,2021_07
18-323-00223,12.333333333333334,2021_07
18-323-00224,11.333333333333334,2021_07
18-323-00225,15.0,2021_07
18-323-00226,17.0,2021_07
18-323-00227,15.0,2021_07
18-323-00228,16.0,2021_07
18-324-00260,17.0,2021_07
18-323-00230,,2021_07
18-324-00231,16.0,2021_07
18-324-00232,15.0,2021_07
18-324-00233,11.666666666666666,2021_07
18-324-00234,17.0,2021_07
18-816-00235,,2021_07
18-816-00236,,2021_07
18-325-00237,,2021_07
18-325-00238,13.5,2021_07
18-325-00239,13.166666666666666,2021_07
18-326-00240,12.0,2021_07
18-326-00241,12.0,2021_07
18-326-00242,,2021_07
18-326-00243,,2021_07
18-326-00244,12.0,2021_07
18-326-00245,13.375,2021_07
18-326-00246,13.75,2021_07
18-326-00247,14.333333333333334,2021_07
18-755-00248,15.6,2021_07
18-756-00249,15.76923076923077,2021_07
18-756-00250,17.0,2021_07
18-756-00251,12.5,2021_07
18-757-00252,13.4,2021_07
18-757-00253,15.25,2021_07
18-757-00254,16.0,2021_07
18-759-00255,12.714285714285714,2021_07
18-758-00256,14.666666666666666,2021_07
18-758-00257,10.6,2021_07
18-816-00258,,2021_07
18-816-00259,15.75,2021_07
18-816-00261,17.142857142857142,2021_07
18-324-00262,15.333333333333334,2021_07
18-324-00263,16.0,2021_07
18-303-00264,15.0,2021_07
18-799-00265,13.0,2021_07
18-303-00266,11.5,2021_07
18-322-00267,13.0,2021_07
18-326-00268,13.333333333333334,2021_07
18-325-00269,13.285714285714286,2021_07
18-325-00270,12.444444444444445,2021_07
18-304-00271,13.375,2021_07
18-321-00272,11.666666666666666,2021_07
18-321-00273,12.5,2021_07
18-301-00274,13.5,2021_07
18-312-00276,20.666666666666668,2021_07
18-312-00277,22.0,2021_07
18-755-00278,17.833333333333332,2021_07
18-755-00279,13.333333333333334,2021_07
18-760-00280,22.25,2021_07
18-760-00281,21.818181818181817,2021_07
18-314-00275,15.583333333333334,2021_07
