dtname,LST,HI,LST_score,HI_score,Composite,Z_score,Risk_Class
Jajapur,34.65041994481717,35.31626125464711,4,5,9,1.466513293870423,Very High
Balangir,36.01932670563508,33.6292627608698,5,4,9,1.466513293870423,Very High
Khordha,34.43416731937266,34.56983398225165,4,5,9,1.466513293870423,Very High
Bhadrak,34.2997336259693,36.04310520415533,3,5,8,0.9233602220665628,High
Ganjam,33.98218835667048,34.80511690016956,3,5,8,0.9233602220665628,High
Cuttack,34.15050941477239,34.84632077592322,3,5,8,0.9233602220665628,High
Sonepur,34.68374090634639,33.978800743619296,4,4,8,0.9233602220665628,High
Dhenkanal,34.11095964122564,34.91106621968231,3,5,8,0.9233602220665628,High
Bargarh,34.287794923050726,33.657697634810525,3,4,7,0.38020715026270235,Moderate
Baleshwar,32.807614460065935,35.52951719817087,2,5,7,0.38020715026270235,Moderate
Kendrapara,33.15458022204212,34.9726688849687,2,5,7,0.38020715026270235,Moderate
Nayagarh,33.56757692878854,34.84454044228093,2,5,7,0.38020715026270235,Moderate
Anugul,33.7584504776568,33.955525940018674,3,4,7,0.38020715026270235,Moderate
Malkangiri,34.70200664810138,32.8480684883464,4,3,7,0.38020715026270235,Moderate
Nuapada,34.98047017770485,32.96340968694579,4,3,7,0.38020715026270235,Moderate
Jagatsinghapur,34.009993329022784,34.359655887741134,3,4,7,0.38020715026270235,Moderate
Boudh,34.3545383233788,33.87831883543435,3,4,7,0.38020715026270235,Moderate
Jharsuguda,33.75619212640451,32.83734055044636,3,3,6,-0.16294592154115803,Moderate
Kalahandi,34.352120181869665,32.3362582069184,3,3,6,-0.16294592154115803,Moderate
Puri,33.29468791635457,34.11595037824893,2,4,6,-0.16294592154115803,Moderate
Nabarangpur,34.805267479422184,30.976759313863585,4,2,6,-0.16294592154115803,Moderate
Deogarh,32.87949270498959,33.11793212766092,2,3,5,-0.7060989933450185,Low
Sambalpur,33.38608493846115,32.76579058950095,2,3,5,-0.7060989933450185,Low
Kendujhar,33.07729050297929,31.538453441300565,2,2,4,-1.2492520651488788,Very Low
Sundargarh,33.32508234145645,31.794455579701488,2,2,4,-1.2492520651488788,Very Low
Mayurbhanj,32.27063291986549,32.2131441975048,1,3,4,-1.2492520651488788,Very Low
Rayagada,33.24909507471138,31.21859220664323,2,2,4,-1.2492520651488788,Very Low
Koraput,33.03092173745764,29.175024835419944,2,1,3,-1.7924051369527392,Very Low
Gajapati,32.01378452201863,31.07538785370981,1,2,3,-1.7924051369527392,Very Low
Kandhamal,31.28043551205429,30.67066149023116,1,2,3,-1.7924051369527392,Very Low
