subdistrict,year,month,heatwave_days_count
Adapur,2025,3,0
Adapur,2025,4,0
Adapur,2025,5,0
Adapur,2025,6,0
Adhaura,2025,3,0
Adhaura,2025,4,2
Adhaura,2025,5,0
Adhaura,2025,6,0
Agiaon,2025,3,0
Agiaon,2025,4,6
Agiaon,2025,5,6
Agiaon,2025,6,3
Akbarpur,2025,3,0
Akbarpur,2025,4,5
Akbarpur,2025,5,4
Akbarpur,2025,6,0
Akorhi Gola,2025,3,0
Akorhi Gola,2025,4,6
Akorhi Gola,2025,5,5
Akorhi Gola,2025,6,6
Alamnagar,2025,3,0
Alamnagar,2025,4,0
Alamnagar,2025,5,0
Alamnagar,2025,6,0
Alauli,2025,3,0
Alauli,2025,4,2
Alauli,2025,5,0
Alauli,2025,6,0
Alinagar,2025,3,0
Alinagar,2025,4,0
Alinagar,2025,5,0
Alinagar,2025,6,0
Amarpur,2025,3,0
Amarpur,2025,4,2
Amarpur,2025,5,0
Amarpur,2025,6,0
Amas,2025,3,0
Amas,2025,4,6
Amas,2025,5,5
Amas,2025,6,0
Amdabad,2025,3,0
Amdabad,2025,4,0
Amdabad,2025,5,0
Amdabad,2025,6,0
Amnour,2025,3,0
Amnour,2025,4,5
Amnour,2025,5,3
Amnour,2025,6,0
Amour,2025,3,0
Amour,2025,4,0
Amour,2025,5,0
Amour,2025,6,0
Andar,2025,3,0
Andar,2025,4,5
Andar,2025,5,3
Andar,2025,6,1
Andhratharhi,2025,3,0
Andhratharhi,2025,4,0
Andhratharhi,2025,5,0
Andhratharhi,2025,6,0
Araria,2025,3,0
Araria,2025,4,0
Araria,2025,5,0
Araria,2025,6,0
Areraj,2025,3,0
Areraj,2025,4,3
Areraj,2025,5,2
Areraj,2025,6,1
Ariari,2025,3,0
Ariari,2025,4,5
Ariari,2025,5,4
Ariari,2025,6,0
Arrah,2025,3,0
Arrah,2025,4,5
Arrah,2025,5,5
Arrah,2025,6,2
Arwal,2025,3,0
Arwal,2025,4,6
Arwal,2025,5,7
Arwal,2025,6,3
Asarganj,2025,3,0
Asarganj,2025,4,4
Asarganj,2025,5,0
Asarganj,2025,6,0
Asthawan,2025,3,0
Asthawan,2025,4,5
Asthawan,2025,5,6
Asthawan,2025,6,0
Athmalgola,2025,3,0
Athmalgola,2025,4,5
Athmalgola,2025,5,5
Athmalgola,2025,6,0
Atri,2025,3,0
Atri,2025,4,6
Atri,2025,5,7
Atri,2025,6,0
Aurai,2025,3,0
Aurai,2025,4,0
Aurai,2025,5,0
Aurai,2025,6,0
Aurangabad,2025,3,0
Aurangabad,2025,4,6
Aurangabad,2025,5,6
Aurangabad,2025,6,2
Azamnagar,2025,3,0
Azamnagar,2025,4,0
Azamnagar,2025,5,0
Azamnagar,2025,6,0
Babubarhi,2025,3,0
Babubarhi,2025,4,0
Babubarhi,2025,5,0
Babubarhi,2025,6,0
Bachhwara,2025,3,0
Bachhwara,2025,4,4
Bachhwara,2025,5,5
Bachhwara,2025,6,0
Bagaha,2025,3,0
Bagaha,2025,4,0
Bagaha,2025,5,0
Bagaha,2025,6,0
Bahadurganj,2025,3,0
Bahadurganj,2025,4,0
Bahadurganj,2025,5,0
Bahadurganj,2025,6,0
Bahadurpur,2025,3,0
Bahadurpur,2025,4,0
Bahadurpur,2025,5,0
Bahadurpur,2025,6,0
Baheri,2025,3,0
Baheri,2025,4,0
Baheri,2025,5,0
Baheri,2025,6,0
Baikunthpur,2025,3,0
Baikunthpur,2025,4,4
Baikunthpur,2025,5,3
Baikunthpur,2025,6,2
Bairgania,2025,3,0
Bairgania,2025,4,0
Bairgania,2025,5,0
Bairgania,2025,6,1
Bairia,2025,3,0
