subdistrict,year,heatwave_days_count
Adapur,2025,0
Adhaura,2025,2
Agiaon,2025,15
Akbarpur,2025,9
Akorhi Gola,2025,17
Alamnagar,2025,0
Alauli,2025,2
Alinagar,2025,0
Amarpur,2025,2
Amas,2025,11
Amdabad,2025,0
Amnour,2025,8
Amour,2025,0
Andar,2025,9
Andhratharhi,2025,0
Araria,2025,0
Areraj,2025,6
Ariari,2025,9
Arrah,2025,12
Arwal,2025,16
Asarganj,2025,4
Asthawan,2025,11
Athmalgola,2025,10
Atri,2025,13
Aurai,2025,0
Aurangabad,2025,14
Azamnagar,2025,0
Babubarhi,2025,0
Bachhwara,2025,9
Bagaha,2025,0
Bahadurganj,2025,0
Bahadurpur,2025,0
Baheri,2025,0
Baikunthpur,2025,9
Bairgania,2025,1
Bairia,2025,2
Baisa,2025,0
Baisi,2025,0
Bajpatti,2025,0
Bakhri,2025,2
Bakhtiarpur,2025,10
Balia,2025,5
Balrampur,2025,0
Bandra,2025,0
Baniapur,2025,9
Banjaria,2025,0
Banka,2025,2
Bankatwa,2025,0
Banke Bazar,2025,10
Banma Itahri,2025,0
Banmankhi,2025,0
Barachatti,2025,10
Barahat,2025,2
Barahiya,2025,8
Barari,2025,0
Barauli,2025,8
Barauni,2025,6
Barbigha,2025,11
Barh,2025,9
Barhampur,2025,15
Barhara,2025,12
Barharia,2025,10
Barhat,2025,4
Bariarpur,2025,4
Barsoi,2025,0
Barun,2025,13
Baruraj (Motipur),2025,4
Basantpur,2025,9
Basopatti,2025,0
Bathnaha,2025,0
Bausi,2025,2
Begusarai,2025,6
Behea,2025,15
Belaganj,2025,14
Belchhi,2025,10
Beldaur,2025,0
Belhar,2025,4
Belsand,2025,0
Ben,2025,13
Benipatti,2025,0
Benipur,2025,0
Bettiah,2025,0
Bhabua,2025,20
Bhagwanpur,2025,28
Bhagwanpur Hat,2025,9
Bhargama,2025,0
Bhawanipur,2025,0
Bhitaha,2025,0
Bhorey,2025,9
Bibhutpur,2025,8
Bidupur,2025,10
Bihar,2025,11
Bihariganj,2025,0
Bihpur,2025,0
Bihta,2025,11
Bijaipur,2025,10
Bikram,2025,12
Bikramganj,2025,19
Bind,2025,10
Biraul,2025,0
Birpur,2025,7
Bisfi,2025,0
Bithan,2025,1
Bochaha,2025,0
Bodh Gaya,2025,12
Bokhara,2025,0
Buxar,2025,16
Chainpur,2025,8
Chakai,2025,2
Chakia(Pipra),2025,1
Chakki,2025,14
Chanan,2025,2
Chanan*,2025,5
Chand,2025,19
Chandi,2025,10
Chanpatia,2025,0
Chapra,2025,9
Charaut,2025,0
Charpokhari,2025,18
Chaugain,2025,16
Chausa,2025,19
Chautham,2025,0
Chehra Kalan,2025,10
Chenari,2025,4
Cheria Bariarpur,2025,7
Chewara,2025,8
Chhatapur,2025,0
Chhorahi,2025,5
Chiraia,2025,0
Dagarua,2025,0
Dalsinghsarai,2025,9
Dandari,2025,4
Dandkhora,2025,0
Daniawan,2025,10
Darauli,2025,9
Daraundha,2025,9
Darbhanga,2025,0
Dariapur,2025,9
Daudnagar,2025,17
Dawath,2025,20
Dehri,2025,13
Deo,2025,12
Desri,2025,10
Dhaka,2025,0
Dhamdaha,2025,0
Dhanarua,2025,12
Dharhara,2025,2
Dholi (Moraul),2025,5
Dhuraiya,2025,2
Dighalbank,2025,0
Dighwara,2025,8
Dinapur-Cum-Khagaul,2025,10
Dinara,2025,21
Dobhi,2025,10
Dulhin Bazar,2025,16
Dumaria,2025,8
Dumra,2025,0
Dumraon,2025,14
Dumri Katsari,2025,1
Durgawati,2025,20
Ekangarsarai,2025,14
Ekma,2025,8
Falka,2025,0
Fatehpur,2025,10
Fatwah,2025,10
Forbesganj,2025,0
Gaighat,2025,0
Gamharia,2025,0
Garhani,2025,17
Garhpura,2025,4
Garkha,2025,8
Gaunaha,2025,0
Gaya Town C.D.Block,2025,12
Ghailarh,2025,0
Ghanshyampur,2025,0
Ghat Kusumbha,2025,8
Ghoghardiha,2025,0
Ghorasahan,2025,0
Ghoshi,2025,15
Ghoswari,2025,10
Gidhaur,2025,6
Giriak,2025,10
Gobindpur,2025,4
Gogri,2025,2
Goh,2025,18
Gopalganj,2025,7
Gopalpur,2025,0
Gora Bauram,2025,0
Goradih,2025,2
Goraul,2025,10
Goriakothi,2025,10
Guraru,2025,14
Gurua,2025,14
Guthani,2025,8
Gwalpara,2025,0
Hajipur,2025,8
Halsi,2025,7
Hanumannagar,2025,0
Harlakhi,2025,0
Harnaut,2025,10
Harsidhi,2025,1
Hasanganj,2025,0
Hasanpur,2025,4
Hasanpura,2025,8
Haspura,2025,19
Hathua,2025,10
Hayaghat,2025,0
Hilsa,2025,11
Hisua,2025,9
Hulasganj,2025,15
Hussainganj,2025,9
Imamganj,2025,9
Ishupur,2025,9
Islamnagar Aliganj,2025,7
Islampur,2025,15
Ismailpur,2025,0
Itarhi,2025,19
Jagdishpur,2025,18
Jainagar,2025,0
Jalalgarh,2025,0
Jalalpur,2025,8
Jale,2025,0
Jamalpur,2025,4
Jamui,2025,6
Jandaha,2025,10
Jehanabad,2025,16
Jhajha,2025,2
Jhanjharpur,2025,0
Jogapatti,2025,0
Jokihat,2025,0
Kadwa,2025,0
Kahalgaon,2025,0
Kahara,2025,0
Kako,2025,16
Kaler,2025,18
Kaluahi,2025,0
Kalyanpur,2025,1
Kanti,2025,3
Karai Parsurai,2025,11
Karakat,2025,18
Kargahar,2025,21
Karpi,2025,16
Kasba,2025,0
Kashi Chak,2025,11
Katihar,2025,0
Katiya,2025,9
Katoria,2025,2
Katra,2025,0
Katrisarai,2025,11
Kawakol,2025,3
Keotiranway,2025,0
Kesaria,2025,4
Kesath,2025,18
Khagaria,2025,2
Khaira,2025,2
Khajauli,2025,0
Khanpur,2025,4
Kharagpur,2025,3
Kharik,2025,0
Khizirsarai,2025,13
Khudabandpur,2025,8
Khusrupur,2025,10
Kiratpur,2025,0
Kishanganj,2025,0
Kishanpur,2025,0
Kochadhamin,2025,0
Kochas,2025,21
Koilwar,2025,11
Konch,2025,18
Korha,2025,0
Kotwa,2025,2
Krityanand Nagar,2025,0
Kuchaikote,2025,8
Kudra,2025,21
Kumarkhand,2025,0
Kurhani,2025,7
Kursakatta,2025,0
Kursela,2025,0
Kurtha,2025,17
Kusheshwar Asthan,2025,0
Kusheshwar Asthan Purbi,2025,0
Kutumba,2025,11
Ladania,2025,0
Lahladpur,2025,9
Lakhisarai,2025,8
Lakhnaur,2025,0
Lakri Nabiganj,2025,9
Lakshmipur,2025,3
Lalganj,2025,9
Laukaha,2025,0
Laukahi,2025,0
Lauriya,2025,0
Madanpur,2025,14
Madhepur,2025,0
Madhepura,2025,0
Madhuban,2025,1
Madhubani,2025,0
Madhwapur,2025,0
Maharajganj,2025,10
Mahishi,2025,0
Mahnar,2025,10
Mahua,2025,10
Mainatanr,2025,0
Mairwa,2025,10
Majhaulia,2025,0
Majorganj,2025,1
Maker,2025,9
Makhdumpur,2025,16
Maner,2025,11
Manigachhi,2025,0
Manihari,2025,0
Manjha,2025,7
Manjhi,2025,9
Manpur,2025,12
Mansahi,2025,0
Mansi,2025,0
Mansurchak,2025,8
Marauna,2025,0
Marhaura,2025,8
Marwan,2025,5
Masaurhi,2025,14
Mashrakh,2025,9
Matihani,2025,6
Mehsi,2025,1
Meskaur,2025,11
Minapur,2025,1
Modanganj,2025,13
Mohania,2025,20
Mohanpur,2025,21
Mohiuddinagar,2025,10
Mokameh,2025,8
Morwa,2025,9
Motihari,2025,1
Muhra,2025,10
Munger,2025,3
Murliganj,2025,0
Musahri,2025,3
Nabinagar,2025,11
Nagar Nausa,2025,10
Nagra,2025,8
Nanpur,2025,0
Naokothi,2025,4
Narayanpur,2025,2
Nardiganj,2025,9
Narhat,2025,10
Narkatia,2025,0
Narkatiaganj,2025,0
Narpatganj,2025,0
Nasriganj,2025,18
Nathnagar,2025,2
Naubatpur,2025,11
Naugachhia,2025,0
Nauhatta,2025,5
Nautan,2025,10
Nawada,2025,9
Nawanagar,2025,19
Neem Chak Bathani,2025,13
Nirmali,2025,0
Nokha,2025,20
Noorsarai,2025,12
Nuaon,2025,20
Obra,2025,18
Pach Deuri,2025,8
Pachrukhi,2025,10
Paharpur,2025,2
Pakri Dayal,2025,1
Pakribarawan,2025,9
Palasi,2025,0
Paliganj,2025,16
Panapur,2025,9
Pandarak,2025,10
Pandaul,2025,0
Paraiya,2025,15
Parbalpur,2025,13
Parbatta,2025,3
Parihar,2025,0
Paroo,2025,9
Parsa,2025,9
Parsauni,2025,0
Patahi,2025,1
Patarghat,2025,0
Patepur,2025,8
Paterhi Belsar,2025,9
Patna Rural,2025,8
Patori,2025,10
Phenhara,2025,1
Phulidumar,2025,3
Phulparas,2025,0
Phulwari,2025,10
Phulwaria,2025,8
Pipariya,2025,7
Pipra,2025,0
Piprakothi,2025,1
Piprarhi,2025,0
Piro,2025,18
Pirpainti,2025,0
Pothia,2025,0
Pranpur,2025,0
Pratapganj,2025,0
Punpun,2025,11
Pupri,2025,0
Puraini,2025,0
Purnahiya,2025,1
Purnia East,2025,0
Pusa,2025,4
Rafiganj,2025,17
Raghopur,2025,10
Raghunathpur,2025,8
Rahui,2025,11
Raja Pakar,2025,10
Rajauli,2025,4
Rajaun,2025,2
Rajgir,2025,11
Rajnagar,2025,0
Rajpur,2025,37
Ramgarh,2025,20
Ramgarh Chowk,2025,8
Ramgarhwa,2025,0
Ramnagar,2025,0
Rampur,2025,13
Rangra Chowk,2025,0
Raniganj,2025,0
Ratni Faridpur,2025,16
Raxaul,2025,0
Revelganj,2025,10
Riga,2025,0
Roh,2025,7
Rohtas,2025,2
Rosera,2025,4
Runisaidpur,2025,0
Rupauli,2025,0
Sabour,2025,2
Sahar,2025,15
Sahdai Buzurg,2025,10
Sahebganj,2025,7
Sahebpur Kamal,2025,3
Sakra,2025,6
Salkhua,2025,0
Samastipur,2025,7
Sameli,2025,0
Sampatchak,2025,9
Sandesh,2025,15
Sangrampur,2025,6
Sanjhauli,2025,19
Saraigarh Bhaptiyahi,2025,0
Sarairanjan,2025,9
Saraiya,2025,9
Sarmera,2025,10
Sasaram,2025,12
Satar Kataiya,2025,0
Saur Bazar,2025,0
Shahkund,2025,3
Shahpur,2025,15
Shambhuganj,2025,2
Shamho Akha Kurha,2025,6
Shankarpur,2025,0
Sheikhpura,2025,9
Shekhopur Sarai,2025,11
Sheohar,2025,0
Sheosagar,2025,13
Sherghati,2025,11
Shivaji Nagar,2025,0
Sidhaw,2025,0
Sidhwalia,2025,7
Sikandra,2025,6
Sikta,2025,0
Sikti,2025,0
Silao,2025,11
Simri,2025,14
Simri Bakhtiarpur,2025,0
Singheshwar,2025,0
Singhia,2025,0
Singhwara,2025,0
Sirdala,2025,11
Siswan,2025,8
Siwan,2025,10
Sonbarsa,2025,0
