dtname,LST,HI,LST_score,HI_score,Composite,Z_score,Risk_Class
Jajapur,38.62518173961311,35.31626125464711,4,5,9,1.420242178633177,High
Boudh,40.88892366161778,33.87831883543435,5,4,9,1.420242178633177,High
Balangir,41.27721184878281,33.6292627608698,5,4,9,1.420242178633177,High
Dhenkanal,38.381030916905054,34.91106621968231,4,5,9,1.420242178633177,High
Nayagarh,36.82314368606862,34.84454044228093,3,5,8,0.7936647468832458,High
Anugul,39.45083140783543,33.955525940018674,4,4,8,0.7936647468832458,High
Bargarh,38.87411088981836,33.657697634810525,4,4,8,0.7936647468832458,High
Cuttack,37.10525277586856,34.84632077592322,3,5,8,0.7936647468832458,High
Nuapada,40.87814850610111,32.96340968694579,5,3,8,0.7936647468832458,High
Sonepur,38.82618591581418,33.978800743619296,4,4,8,0.7936647468832458,High
Kalahandi,38.810712191038135,32.3362582069184,4,3,7,0.16708731513331487,Moderate
Jharsuguda,39.14414631899277,32.83734055044636,4,3,7,0.16708731513331487,Moderate
Deogarh,39.50200520135404,33.11793212766092,4,3,7,0.16708731513331487,Moderate
Malkangiri,38.37560544997847,32.8480684883464,4,3,7,0.16708731513331487,Moderate
Sambalpur,39.05548122652989,32.76579058950095,4,3,7,0.16708731513331487,Moderate
Ganjam,36.23063055124377,34.80511690016956,2,5,7,0.16708731513331487,Moderate
Khordha,35.941255522559224,34.56983398225165,2,5,7,0.16708731513331487,Moderate
Bhadrak,36.31682700748359,36.04310520415533,2,5,7,0.16708731513331487,Moderate
Kendrapara,35.46316074111508,34.9726688849687,2,5,7,0.16708731513331487,Moderate
Sundargarh,38.01712201569218,31.794455579701488,4,2,6,-0.4594901166166161,Moderate
Baleshwar,33.514984459666806,35.52951719817087,1,5,6,-0.4594901166166161,Moderate
Nabarangpur,38.29768354852328,30.976759313863585,4,2,6,-0.4594901166166161,Moderate
Jagatsinghapur,35.26941597140549,34.359655887741134,2,4,6,-0.4594901166166161,Moderate
Kendujhar,37.08239555315893,31.538453441300565,3,2,5,-1.086067548366547,Low
Puri,33.51990963404143,34.11595037824893,1,4,5,-1.086067548366547,Low
Rayagada,37.14378853616208,31.21859220664323,3,2,5,-1.086067548366547,Low
Kandhamal,36.87482389210016,30.67066149023116,3,2,5,-1.086067548366547,Low
Mayurbhanj,34.233913715860055,32.2131441975048,1,3,4,-1.712644980116478,Very Low
Gajapati,35.55832344560398,31.07538785370981,2,2,4,-1.712644980116478,Very Low
Koraput,35.81059984808593,29.175024835419944,2,1,3,-2.339222411866409,Very Low
