district,dtname,object-id,timeperiod,total-tender-awarded-value,heat-days-score,land-surface-temperature,sum-aged-population,sum-young-population,sum-population,health-centres-count,workers-affected-pct,avg-electricity,pct-ncd,heat-hazard,exposure,vulnerability,government-response,total-tender-awarded-value-fy-cumsum,heat-risk-score
KOKRAJHAR,KOKRAJHAR,18-300-00101,2021_04,0.0,0.5882352941176471,2,17667.139999999898,34582.947,327337.7812499999,49,86.36,6.103794428434198,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00102,2021_04,0.0,0.0,2,1154.7940000000017,2321.274999999994,56649.25039062498,21,86.36,4.9428373291064,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00103,2021_04,0.0,0.4,2,7303.244999999995,14717.271999999995,199774.3453124999,28,86.36,9.173704728370222,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00104,2021_04,0.0,0.6923076923076923,2,18005.242000000086,38421.20899999997,338656.6437499998,32,86.36,9.37156862745098,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00105,2021_04,0.0,0.3333333333333333,2,3172.831999999995,8521.541999999994,112843.46953124995,12,86.36,8.971087633242147,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00106,2021_04,0.0,0.0,2,2372.978000000003,6395.560999999987,50522.112499999814,5,86.36,7.29100930072339,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00107,2021_04,0.0,0.5,2,1075.9040000000095,2903.1239999999816,81949.5804687501,9,86.36,7.331983805668016,4.26,3,2,3,5,0.0,2
KOKRAJHAR,KOKRAJHAR,18-300-00108,2021_04,0.0,1.0,2,5255.607999999949,13787.926999999969,114148.0523437499,7,86.36,18.543851818790447,4.26,3,2,3,5,0.0,2
DHUBRI,DHUBRI,18-301-00109,2021_04,0.0,1.0,1,5858.891999999993,15777.215000000084,194108.99374999944,16,78.55,5.354767053273049,4.425,3,3,2,5,0.0,2
DHUBRI,DHUBRI,18-301-00110,2021_04,0.0,0.0,1,4202.420999999973,9833.893000000013,178004.2140624998,29,78.55,6.031057454997325,4.425,3,3,2,5,0.0,2
DHUBRI,DHUBRI,18-301-00111,2021_04,0.0,0.3333333333333333,1,8265.258999999962,21871.59400000004,168868.1515624998,22,78.55,10.015998093994318,4.425,3,3,2,5,0.0,2
DHUBRI,DHUBRI,18-301-00112,2021_04,0.0,0.75,1,13944.850000000091,36859.04500000004,401952.546875,32,78.55,7.015421644530468,4.425,3,3,2,5,0.0,2
DHUBRI,DHUBRI,18-301-00113,2021_04,0.0,1.0,1,7136.188000000082,19147.618999999948,324948.7249999996,39,78.55,8.902051750071829,4.425,3,3,2,5,0.0,2
DHUBRI,DHUBRI,18-301-00114,2021_04,0.0,1.0,1,794.0159999999887,2092.5699999999997,67299.60078124981,12,78.55,8.651042758331586,4.425,3,3,2,5,0.0,2
GOALPARA,GOALPARA,18-302-00115,2021_04,0.0,0.375,2,12073.514000000085,29765.523999999976,221175.50937500037,36,87.33,8.098310528024053,3.3875,3,3,1,5,0.0,2
GOALPARA,GOALPARA,18-302-00116,2021_04,0.0,0.375,2,8367.95299999998,21156.415,312410.40625,43,87.33,8.84951089267993,3.3875,3,3,1,5,0.0,2
GOALPARA,GOALPARA,18-302-00117,2021_04,0.0,0.5,2,16464.83799999999,39854.375,306146.0281250002,36,87.33,8.281090819634175,3.3875,3,3,1,5,0.0,2
GOALPARA,GOALPARA,18-302-00118,2021_04,0.0,0.0,2,2086.676999999996,5099.671999999991,78997.44062500002,19,87.33,9.595232052211747,3.3875,3,3,1,5,0.0,2
GOALPARA,GOALPARA,18-302-00119,2021_04,0.0,1.3333333333333333,2,5793.249000000011,13758.962999999989,141803.7781250002,20,87.33,9.69726014802556,3.3875,3,3,1,5,0.0,2
BARPETA,BARPETA,18-303-00120,2021_04,0.0,0.75,1,8641.069000000018,18197.47200000001,217246.71875,28,78.24,5.947720364741642,4.0125,3,4,2,5,0.0,2
BARPETA,BARPETA,18-303-00121,2021_04,0.0,0.4285714285714285,1,18014.454000000143,38220.31400000013,326873.2562500015,43,78.24,3.9392814340055233,4.0125,3,4,2,5,0.0,2
BARPETA,BARPETA,18-303-00122,2021_04,0.0,0.0,1,15153.907999999938,32086.845,397200.4937500004,55,78.24,10.201593666373126,4.0125,3,4,2,5,0.0,2
BARPETA,BARPETA,18-303-00123,2021_04,0.0,0.0,1,7073.209999999963,15018.576,218863.10312500037,40,78.24,8.263521589720604,4.0125,3,4,2,5,0.0,2
BARPETA,BAJALI,18-799-00124,2021_04,0.0,0.5,2,5049.695000000007,10358.962,121714.17812499964,27,78.24,7.632616199727061,4.0125,3,2,1,5,0.0,2
BARPETA,BAJALI,18-799-00125,2021_04,0.0,0.0,2,893.369000000006,1876.027000000002,24970.75351562514,5,78.24,5.882934443288241,4.0125,3,2,1,5,0.0,2
MORIGAON,MORIGAON,18-304-00126,2021_04,0.0,0.0,2,5485.944000000018,12020.277000000002,123530.9750000001,9,55.93,3.7721604770940633,5.1625000000000005,2,3,2,5,0.0,1
MORIGAON,MORIGAON,18-304-00127,2021_04,0.0,0.0,2,4748.383999999962,10426.96100000001,273181.0374999996,25,55.93,5.833076032419915,5.1625000000000005,2,3,2,5,0.0,1
MORIGAON,MORIGAON,18-304-00128,2021_04,0.0,0.0,2,8186.516999999993,17963.261000000057,242986.25625000056,34,55.93,8.826467527060784,5.1625000000000005,2,3,2,5,0.0,1
MORIGAON,MORIGAON,18-304-00129,2021_04,0.0,0.0,2,8013.912000000128,17546.050999999978,200796.2078125002,22,55.93,8.858145505075484,5.1625000000000005,2,3,2,5,0.0,1
