Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2025_WDRKL_122333_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Laying of 200mm dia DI pipe and 100mm dia DI distribution pipe for improvement of WS system under Biramitrapur Town,Laying of 200mm dia DI pipe and 100mm dia DI distribution pipe for improvement of WS system under Biramitrapur Town,Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,01-Dec-2025 11:00 AM,NA ,120.0,No ,No,Online,15-Dec-2025 12:30 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,Biramitrapur,770033.0,2.0,"71,29,804",PATITAPABAN PATI,"6,061,047",Rejected-Finance,21-Jan-2026,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela
2026_DFBUK_124089_1,FECC/DFOKLBDH/02/2025/26,"Construction of New Forester Quarter Manamunda KL Section under Manamunda KL Range at Manamunda, Boudh","Construction of New Forester Quarter Manamunda KL Section under Manamunda KL Range at Manamunda, Boudh",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,02-Jan-2026 10:00 AM,NA ,7.0,No ,No,Online,09-Jan-2026 11:30 AM,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Boudh KL,Please refer Tender Documents,762016.0,1.0,"21,71,365",PRAKASH KHAMARI,"2,169,193.02",Rejected-Finance,16-Jan-2026,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Boudh KL
2025_ZPKRP_122929_1,KRUSHNAPRASAD.04/2025-26,DEVELOPMENT OF MICRO TOURISM SPOT AND IMPROVEMENT OF HOSPITALITY FACILITIES FOR TOURISTS AT SATAPADA NEAR CHILIKA LAKE UNDER KRUSHNAPRASAD BLOCK,DEVELOPMENT OF MICRO TOURISM SPOT AND IMPROVEMENT OF HOSPITALITY FACILITIES FOR TOURISTS AT SATAPADA NEAR CHILIKA LAKE UNDER KRUSHNAPRASAD BLOCK,Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,11-Dec-2025 11:00 AM,NA ,120.0,No ,No,Online,29-Dec-2025 12:00 PM,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KRUSHNAPRASAD Block,SATAPADA,752011.0,1.0,"36,36,400",KADAMINEE BARAL,"3,091,303.8",Rejected-AOC,07-Jan-2026,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||KRUSHNAPRASAD Block
2025_WDRKL_122337_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Laying of pipe line to newly developed areas under Rajgangpur Municipality for providing water supply to each household under Rajgangpur Municipality,Laying of pipe line to newly developed areas under Rajgangpur Municipality for providing water supply to each household under Rajgangpur Municipality,Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,01-Dec-2025 11:00 AM,NA ,120.0,No ,No,Online,15-Dec-2025 12:30 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,Rajgangpur,770017.0,2.0,"58,95,266",sushil kumar,"5,011,565.51",Rejected-Finance,22-Jan-2026,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela
2026_DFBUK_124091_1,FECC/DFOKLBDH/02/2025/26,"Construction of Range Officer Residence at Gohipita under Damamunda KL Range, Boudh","Construction of Range Officer Residence at Gohipita under Damamunda KL Range, Boudh",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,02-Jan-2026 10:00 AM,NA ,7.0,No ,No,Online,09-Jan-2026 11:30 AM,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Boudh KL,Please refer Tender Documents,762016.0,1.0,"24,23,810",RAJESH ROUT,"2,060,480",Rejected-Finance,29-Jan-2026,Forest Environment and Climate Change Department||PCCF Kendu Leaf||CCF Cuttack||DFO Boudh KL
2025_WDRKL_122332_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Provision for SCADA to monitor and control of 24 x 7 water supply system for DMA 16 to DMA 35 under Rourkela Municipality area,Provision for SCADA to monitor and control of 24 x 7 water supply system for DMA 16 to DMA 35 under Rourkela Municipality area,Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,01-Dec-2025 11:00 AM,NA ,120.0,No ,No,Online,15-Dec-2025 12:30 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,Rourkela,769004.0,2.0,"83,60,000",SAI APPLIED TECHNOLOGIES PVT. LTD.,"7,106,836",Rejected-AOC,22-Jan-2026,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela
2025_WSDC_115095_1,GM-WATCO-Sewerage-04/2025-26 dtd.02.07.2025,"Construction of Sewer line in the existing sewerage system of Cuttack city in the uncovered and newly construction area in Zone-01, Bidanasi.","Construction of Sewer line in the existing sewerage system of Cuttack city in the uncovered and newly construction area in Zone-01, Bidanasi.",Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,05-Jul-2025 11:00 AM,NA ,120.0,No ,No,Online,21-Jul-2025 03:30 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack,Cuttack,753004.0,1.0,"44,48,000",SATYABRATA SWAIN,"3,781,379.9",Rejected-AOC,29-Jan-2026,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Sewerage Division Cuttack
2025_WDRKL_122334_1,GM WATCO/RKL-18/2025-26 dt.18.11.2025,Provision for installation Testing and Commissioning of 2 Nos 175 HP pump set at Suken pump house Ranibandh Rajgangpur for Improvement of WS to to Rajgangpur Town,Provision for installation Testing and Commissioning of 2 Nos 175 HP pump set at Suken pump house Ranibandh Rajgangpur for Improvement of WS to to Rajgangpur Town,Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,01-Dec-2025 11:00 AM,NA ,120.0,No ,No,Online,15-Dec-2025 12:30 PM,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela,Rajgangpur,770017.0,2.0,"46,85,729",M/s WATCO,"3,983,338.43",Rejected-AOC,30-Jan-2026,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Rourkela
2026_EICCL_124081_1,SEPURI-48/2025-26,"S/R to Madhipur Mulisahi road from RD 0/000 km to 1/200 km for the year 2025-26 (Such as BT repair, Earth Filling, Murrom Spreading etc)","S/R to Madhipur Mulisahi road from RD 0/000 km to 1/200 km for the year 2025-26 (Such as BT repair, Earth Filling, Murrom Spreading etc)",Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,01-Jan-2026 05:00 PM,NA ,90.0,No ,No,Online,13-Jan-2026 11:00 AM,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,Puri,752001.0,1.0,"16,85,586",BATA KRUSHNA PATRA,"1,432,917",Rejected-AOC,22-Jan-2026,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI
2026_EICCL_124340_1,SERANDB PURI-51/2025-26,Temporary illumination to Rajbhawan at Puri on eve of Republic Day 2026,Temporary illumination to Rajbhawan at Puri on eve of Republic Day 2026,Works,Open Tender,Percentage,Electrical Works,No,No,NA ,08-Jan-2026 10:00 AM,NA ,90.0,No ,No,Online,16-Jan-2026 11:00 AM,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,Puri,752001.0,1.0,"84,598",BAMADEV DASH,"80,368",Rejected-Technical,27-Jan-2026,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI
