object_id,Shelter & Rest Infrastructure_tenders_awarded_value,timeperiod
21-371-03407,187877.0,2021_03
21-371-03405,1998900.0,2024_07
21-386-03464,1323428.0,2024_07
21-370-03316,295399.0,2022_10
21-370-03318,300266.0,2022_10
21-398-03471,25462666.0,2021_09
21-377-03305,1070745.62,2025_03
21-381-03339,403699.0,2025_03
21-396-03550,1243780.0,2025_03
21-396-03554,714087.0,2025_03
21-397-03518,406310.0,2025_03
21-374-03578,107655.0,2021_04
21-376-03495,130856.02,2021_04
21-376-03498,150667.0,2021_04
21-377-03304,816513.02,2021_04
21-377-03305,1251681.4,2021_04
21-385-03527,227649.0,2021_04
21-386-03460,442502.0,2021_04
21-396-03550,605309.0,2021_04
21-397-03517,3901426.23,2021_04
21-377-03305,204495.0,2022_08
21-387-03544,1042586.0,2022_08
21-372-03559,209554.0,2023_03
21-372-03564,178332.0,2023_03
21-375-03445,897812.0,2023_03
21-377-03305,214331.0,2023_03
21-382-03400,357999.02,2023_03
21-387-03541,1076352.0,2023_03
21-389-03360,1069331.0,2023_03
21-390-03424,500156.0,2023_03
21-386-03460,872722.0,2024_11
21-372-03564,676333.0,2024_05
21-375-03445,71149848.46,2024_05
21-376-03512,216066.0,2024_05
21-386-03460,150970.0,2024_05
21-393-03284,215327.0,2024_05
21-376-03497,7414693.0,2021_06
21-378-03325,565443.99,2021_06
21-381-03339,8080580.0,2021_06
21-392-03570,16813722.0,2021_06
21-371-03407,1281888.0,2025_10
21-372-03560,216046.0,2025_10
21-372-03562,575470.0,2025_10
21-388-03372,2534832.52,2025_10
21-397-03518,216110.0,2025_10
21-375-03449,229458.0,2024_04
21-376-03490,1128279.0,2024_04
21-377-03305,3474398.34,2024_04
21-379-03434,2619842.0,2024_04
21-379-03442,2563588.0,2024_04
21-382-03400,2099411.0,2024_04
21-383-03352,21596612.0,2024_04
21-396-03550,142796.0,2024_04
21-399-03483,1270562.0,2024_04
21-376-03489,6151708.88,2022_04
21-370-03312,425114.0,2024_03
21-371-03407,500000.0,2024_03
21-374-03588,8498600.47,2024_03
21-375-03443,2920184.82,2024_03
21-379-03434,5535270.0,2024_03
21-381-03339,358818.0,2024_03
21-383-03352,12112042.0,2024_03
21-386-03460,25304912.87,2024_03
21-389-03361,341189.0,2024_03
21-398-03479,944123.0,2024_03
21-399-03484,285751.0,2024_03
21-372-03559,150280.0,2021_05
21-374-03580,450583.0,2021_05
21-376-03490,10619298.0,2021_05
21-376-03499,3705434.0,2021_05
21-378-03328,655115.92,2021_05
21-381-03334,2099350.0,2021_05
21-381-03339,2099579.0,2021_05
21-383-03352,150335.04,2021_05
21-394-03532,150550.0,2021_05
21-397-03522,227792.0,2021_05
21-398-03471,225728.0,2021_05
21-382-03400,376132.0,2022_03
21-371-03404,142538.0,2023_01
21-371-03405,712535.0,2023_01
21-371-03407,356803.0,2023_01
21-388-03383,385304.0,2023_01
21-374-03580,3155850.0,2021_07
21-374-03582,3500003.02,2021_07
21-374-03588,15516889.0,2021_07
21-383-03352,75254.966,2021_07
21-394-03534,14499605.0,2021_12
21-399-03484,22308389.0,2021_12
21-381-03339,19571467.0,2024_09
21-370-03319,11670491.0,2021_08
21-371-03405,376737.0,2021_08
21-379-03434,2604755.0,2021_08
21-383-03352,1215060.0,2021_08
21-397-03517,2246278.0,2021_08
21-370-03320,5102913.0,2025_04
21-381-03334,642906.0,2025_04
21-390-03430,713015.0,2025_04
21-395-03409,214246.0,2025_04
21-372-03559,1092298.0,2025_01
21-376-03509,794474.0,2025_01
21-385-03529,357502.0,2025_01
21-386-03456,8178846.0,2025_01
21-389-03361,356735.0,2025_01
21-397-03517,1003784.0,2025_01
21-398-03468,419640.0,2025_01
21-398-03474,839728.0,2025_01
21-399-03484,285641.55,2025_01
21-380-03391,357273.0,2025_07
21-396-03557,45002260.0,2025_07
21-388-03374,1440882.29,2025_09
21-394-03532,1536453.28,2025_09
21-378-03323,17705220.0,2021_10
21-374-03588,3512742.0,2024_08
21-396-03550,4604124.0,2024_08
21-399-03484,1428806.0,2024_08
21-382-03400,14947521.68,2024_10
21-398-03468,357013.0,2024_10
21-395-03409,23163092.0,2020_12
21-372-03560,5366312.19,2025_05
21-381-03339,785413.0,2025_05
21-389-03360,356237.0,2025_05
21-390-03428,217186.0,2025_05
21-390-03431,1188701.0,2025_05
21-393-03284,432699.504,2025_05
21-396-03557,317082.28,2025_05
21-399-03484,4772552.0,2025_05
21-390-03430,15886437.0,2021_11
21-391-03329,19464614.0,2021_11
21-377-03302,10362718.0,2022_09
21-388-03364,499440.0,2024_06
21-391-03329,8313451.0,2024_06
21-392-03572,687392.21,2024_06
21-393-03297,863417.0,2024_06
21-381-03340,285754.0,2025_02
21-386-03464,1944257.62,2025_02
21-389-03360,356894.0,2025_02
21-389-03362,641717.0,2025_02
21-396-03552,357163.0,2025_02
