dtname,block_name,object_id,drainage_density,timeperiod
Anugul,ANUGUL,21-384-03276,0.00015674,2022_06
Anugul,ATHMALLIK,21-384-03277,0.00016356,2022_06
Anugul,BANARPAL,21-384-03278,0.00023108,2022_06
Anugul,CHHENDIPADA,21-384-03279,0.00013995,2022_06
Anugul,KANIHA,21-384-03280,0.00022886,2022_06
Anugul,KISHORENAGAR,21-384-03281,0.00013286,2022_06
Anugul,PALALAHADA,21-384-03282,0.00022231,2022_06
Anugul,TALACHER,21-384-03283,0.00021457,2022_06
Balangir,AGALPUR,21-393-03284,0.00022097,2022_06
Balangir,BALANGIR,21-393-03285,0.0001004,2022_06
Balangir,BANGOMUNDA,21-393-03286,0.0002097,2022_06
Balangir,BELPARA,21-393-03287,0.00020686,2022_06
Balangir,DEOGAON,21-393-03288,0.00016356,2022_06
Balangir,GUDVELLA,21-393-03289,0.00026137,2022_06
Balangir,KHAPRAKHOL,21-393-03290,0.00012195,2022_06
Balangir,LOISINGA,21-393-03291,0.00015368,2022_06
Balangir,MURIBAHAL,21-393-03292,0.00017985,2022_06
Balangir,PATNAGARH,21-393-03293,0.00016541,2022_06
Balangir,PUINTALA,21-393-03294,0.00014568,2022_06
Balangir,SAINTALA,21-393-03295,0.00010511,2022_06
Balangir,TITLAGARH,21-393-03296,0.00020402,2022_06
Balangir,TUREKELA,21-393-03297,8.158e-05,2022_06
Baleshwar,BAHANAGA,21-377-03298,0.0001086,2022_06
Baleshwar,BALESHWAR,21-377-03299,0.00022179,2022_06
Baleshwar,BALIAPAL,21-377-03300,0.00011574,2022_06
Baleshwar,BASTA,21-377-03301,0.00027458,2022_06
Baleshwar,BHOGRAI,21-377-03302,9.056e-05,2022_06
Baleshwar,JALESWAR,21-377-03303,0.00010578,2022_06
Baleshwar,KHAIRA,21-377-03304,0.00015895,2022_06
Baleshwar,NILGIRI,21-377-03305,0.00015339,2022_06
Baleshwar,OUPADA,21-377-03306,4.147e-05,2022_06
Baleshwar,REMUNA,21-377-03307,0.00023459,2022_06
Baleshwar,SIMULIA,21-377-03308,7.26e-05,2022_06
Baleshwar,SORO,21-377-03309,0.00028324,2022_06
Bargarh,AMBABHONA,21-370-03310,0.00025763,2022_06
Bargarh,ATTABIRA,21-370-03311,0.00013137,2022_06
Bargarh,BARGARH,21-370-03312,0.00018649,2022_06
Bargarh,BARPALI,21-370-03313,0.00017898,2022_06
Bargarh,BHATLI,21-370-03314,0.00017327,2022_06
Bargarh,BHEDEN,21-370-03315,0.00016164,2022_06
Bargarh,BIJEPUR,21-370-03316,0.00011921,2022_06
Bargarh,GAISILET,21-370-03317,0.00021257,2022_06
Bargarh,JHARBANDH,21-370-03318,0.00016098,2022_06
Bargarh,PADAMPUR,21-370-03319,0.00018679,2022_06
Bargarh,PAIKMAL,21-370-03320,0.00022484,2022_06
Bargarh,SOHELLA,21-370-03321,0.00011006,2022_06
Bhadrak,BASUDEVPUR,21-378-03322,9.012e-05,2022_06
Bhadrak,BHADRAK,21-378-03323,0.00020891,2022_06
Bhadrak,BHANDARIPOKHARI,21-378-03324,9.923e-05,2022_06
Bhadrak,BONTH,21-378-03325,0.00021455,2022_06
Bhadrak,CHANDABALI,21-378-03326,0.00022155,2022_06
Bhadrak,DHAMANAGAR,21-378-03327,0.00037231,2022_06
Bhadrak,TIHIDI,21-378-03328,0.00030761,2022_06
Boudh,BOUDH,21-391-03329,0.00018084,2022_06
Boudh,HARABHANGA,21-391-03330,0.00018059,2022_06
Boudh,KANTAMAL,21-391-03331,0.00018558,2022_06
Cuttack,ATHAGAD,21-381-03332,0.00017613,2022_06
Cuttack,BADAMBA,21-381-03333,0.0001974,2022_06
Cuttack,BANKI,21-381-03334,0.00025195,2022_06
Cuttack,BANKI- DAMPARA,21-381-03335,0.00019333,2022_06
Cuttack,BARANGA,21-381-03336,0.00024407,2022_06
Cuttack,CUTTACKSADAR,21-381-03337,0.00016148,2022_06
Cuttack,KANTAPADA,21-381-03338,0.0001538,2022_06
Cuttack,MAHANGA,21-381-03339,0.00013979,2022_06
Cuttack,NARASINGHPUR,21-381-03340,0.00016897,2022_06
Cuttack,NIALI,21-381-03341,0.00039195,2022_06
Cuttack,NISCHINTA KOILI,21-381-03342,0.00022454,2022_06
Cuttack,SALEPUR,21-381-03343,0.00013804,2022_06
Cuttack,TANGI CHOUDWAR,21-381-03344,0.00017572,2022_06
Cuttack,TIGIRIA,21-381-03345,0.00016716,2022_06
Deogarh,BARKOTE,21-373-03346,0.00020843,2022_06
Deogarh,REAMAL,21-373-03347,0.000148,2022_06
Deogarh,TILEIBANI,21-373-03348,0.00016439,2022_06
Dhenkanal,BHUBAN,21-383-03349,0.00034484,2022_06
Dhenkanal,DHENKANAL SADAR,21-383-03350,0.00014536,2022_06
Dhenkanal,GONDIA,21-383-03351,0.00019869,2022_06
Dhenkanal,HINDOL,21-383-03352,0.00017972,2022_06
Dhenkanal,KAMAKHYANAGAR,21-383-03353,0.00020996,2022_06
Dhenkanal,KANKADA HAD,21-383-03354,0.00019969,2022_06
Dhenkanal,ODAPADA,21-383-03355,0.00025235,2022_06
Dhenkanal,PARJANG,21-383-03356,0.0001973,2022_06
Gajapati,GOSANI,21-389-03357,9.07e-05,2022_06
Gajapati,GUMMA,21-389-03358,4.43e-05,2022_06
Gajapati,KASINAGAR,21-389-03359,0.00013346,2022_06
Gajapati,MOHANA,21-389-03360,9.657e-05,2022_06
Gajapati,NUAGADA,21-389-03361,6.885e-05,2022_06
Gajapati,R.UDAYAGIRI,21-389-03362,0.00014207,2022_06
Gajapati,RAYAGADA,21-389-03363,6.784e-05,2022_06
Ganjam,ASKA,21-388-03364,0.00032211,2022_06
Ganjam,BEGUNIAPADA,21-388-03365,0.00023435,2022_06
Ganjam,BELLAGUNTHA,21-388-03366,0.00033654,2022_06
Ganjam,BHANJANAGAR,21-388-03367,0.00035136,2022_06
