district,block_name,object_id,women_sugar,men_sugar,women_bp,men_bp,pct_ncd,timeperiod
Anugul,ANUGUL,21-384-03276,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,ATHMALLIK,21-384-03277,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,BANARPAL,21-384-03278,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,CHHENDIPADA,21-384-03279,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,KANIHA,21-384-03280,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,KISHORENAGAR,21-384-03281,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,PALALAHADA,21-384-03282,6.48,9.05,3.65,4.58,5.94,2021_05
Anugul,TALACHER,21-384-03283,6.48,9.05,3.65,4.58,5.94,2021_05
Balangir,AGALPUR,21-393-03284,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,BALANGIR,21-393-03285,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,BANGOMUNDA,21-393-03286,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,BELPARA,21-393-03287,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,DEOGAON,21-393-03288,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,GUDVELLA,21-393-03289,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,KHAPRAKHOL,21-393-03290,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,LOISINGA,21-393-03291,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,MURIBAHAL,21-393-03292,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,PATNAGARH,21-393-03293,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,PUINTALA,21-393-03294,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,SAINTALA,21-393-03295,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,TITLAGARH,21-393-03296,4.65,6.58,2.7,3.45,4.345,2021_05
Balangir,TUREKELA,21-393-03297,4.65,6.58,2.7,3.45,4.345,2021_05
Baleshwar,BAHANAGA,21-377-03298,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,BALESHWAR,21-377-03299,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,BALIAPAL,21-377-03300,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,BASTA,21-377-03301,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,BHOGRAI,21-377-03302,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,JALESWAR,21-377-03303,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,KHAIRA,21-377-03304,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,NILGIRI,21-377-03305,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,OUPADA,21-377-03306,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,REMUNA,21-377-03307,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,SIMULIA,21-377-03308,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Baleshwar,SORO,21-377-03309,5.12,7.39,5.94,6.6,6.262499999999999,2021_05
Bargarh,AMBABHONA,21-370-03310,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,ATTABIRA,21-370-03311,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,BARGARH,21-370-03312,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,BARPALI,21-370-03313,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,BHATLI,21-370-03314,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,BHEDEN,21-370-03315,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,BIJEPUR,21-370-03316,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,GAISILET,21-370-03317,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,JHARBANDH,21-370-03318,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,PADAMPUR,21-370-03319,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,PAIKMAL,21-370-03320,7.8,8.3,5.07,4.77,6.485,2021_05
Bargarh,SOHELLA,21-370-03321,7.8,8.3,5.07,4.77,6.485,2021_05
Bhadrak,BASUDEVPUR,21-378-03322,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,BHADRAK,21-378-03323,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,BHANDARIPOKHARI,21-378-03324,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,BONTH,21-378-03325,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,CHANDABALI,21-378-03326,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,DHAMANAGAR,21-378-03327,5.84,9.24,5.08,5.88,6.51,2021_05
Bhadrak,TIHIDI,21-378-03328,5.84,9.24,5.08,5.88,6.51,2021_05
Boudh,BOUDH,21-391-03329,5.23,7.05,5.05,5.68,5.7525,2021_05
Boudh,HARABHANGA,21-391-03330,5.23,7.05,5.05,5.68,5.7525,2021_05
Boudh,KANTAMAL,21-391-03331,5.23,7.05,5.05,5.68,5.7525,2021_05
Cuttack,ATHAGAD,21-381-03332,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,BADAMBA,21-381-03333,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,BANKI,21-381-03334,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,BANKI- DAMPARA,21-381-03335,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,BARANGA,21-381-03336,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,CUTTACKSADAR,21-381-03337,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,KANTAPADA,21-381-03338,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,MAHANGA,21-381-03339,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,NARASINGHPUR,21-381-03340,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,NIALI,21-381-03341,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,NISCHINTA KOILI,21-381-03342,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,SALEPUR,21-381-03343,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,TANGI CHOUDWAR,21-381-03344,8.78,11.28,4.58,6.82,7.865,2021_05
Cuttack,TIGIRIA,21-381-03345,8.78,11.28,4.58,6.82,7.865,2021_05
Deogarh,BARKOTE,21-373-03346,4.45,7.91,5.47,7.8,6.4075,2021_05
Deogarh,REAMAL,21-373-03347,4.45,7.91,5.47,7.8,6.4075,2021_05
Deogarh,TILEIBANI,21-373-03348,4.45,7.91,5.47,7.8,6.4075,2021_05
Dhenkanal,BHUBAN,21-383-03349,7.07,10.76,7.39,7.27,8.122499999999999,2021_05
Dhenkanal,DHENKANAL SADAR,21-383-03350,7.07,10.76,7.39,7.27,8.122499999999999,2021_05
Dhenkanal,GONDIA,21-383-03351,7.07,10.76,7.39,7.27,8.122499999999999,2021_05
Dhenkanal,HINDOL,21-383-03352,7.07,10.76,7.39,7.27,8.122499999999999,2021_05
