object_id,Heatwave & Emergency Response_tenders_awarded_value,timeperiod
21-380-03389,1273160.0,2021_03
21-387-03536,2452892.0,2024_07
21-379-03434,12887205.0,2021_04
21-379-03437,3760338.0,2021_04
21-379-03438,3669453.0,2021_04
21-380-03391,4000803.0,2021_04
21-387-03544,14687146.0,2021_04
21-381-03339,7142861.0,2025_10
21-386-03464,1315227.12,2025_10
21-387-03544,147176177.74,2025_10
21-377-03305,8960962.0,2025_03
21-379-03434,4013971.0,2024_06
21-380-03389,3423877.0,2024_06
21-387-03542,7382788.0,2024_06
21-387-03544,4153498.0,2021_10
21-379-03434,712861328.0,2024_03
21-380-03389,658500.0,2024_03
21-374-03588,2613671.0,2025_02
21-379-03434,747529.0,2025_02
21-379-03440,2787835.0,2025_02
21-380-03389,1056509.0,2020_12
21-387-03536,43986815.0,2022_02
21-379-03434,3531511.0,2025_09
21-387-03544,3086074.0,2025_09
21-380-03389,4466554.0,2021_05
21-387-03544,2634603.0,2021_05
21-377-03307,59506769.0,2024_09
21-387-03544,218712081.0,2024_09
21-379-03434,76762591.0,2025_07
21-379-03434,4158458.0,2024_08
21-379-03435,589941.0,2024_08
21-377-03305,127049247.38,2024_04
21-379-03434,75860556.0,2024_04
21-379-03442,5180774.0,2024_04
21-380-03389,997951.0,2024_04
21-387-03537,124996003.96,2024_04
21-378-03326,651713.0,2023_03
21-377-03302,119012916.0,2024_10
21-379-03435,1907160.0,2024_10
21-387-03544,59477090.0,2024_10
21-379-03440,2073494.0,2025_04
21-387-03544,303374399.0,2025_04
21-377-03302,4229369.0,2024_05
21-379-03434,869378.0,2024_05
21-388-03372,906898.84,2024_05
21-379-03434,19848205.0,2021_08
21-379-03442,2596916.0,2021_08
21-377-03305,7032192.0,2025_01
21-387-03542,4233691.0,2025_01
21-387-03544,3115229.0,2025_01
21-380-03389,1457557.0,2024_11
21-377-03307,4243690.0,2025_05
21-379-03434,6900640.0,2025_05
21-379-03438,61572010.0,2025_05
21-380-03389,2590968.0,2020_10
21-383-03352,78942072.0,2021_07
21-395-03413,9606997.0,2021_07
21-395-03416,4717147.0,2021_07
