object_id,Drinking Water & Hydration_tenders_awarded_value,timeperiod
21-375-03449,964025.52,2024_02
21-387-03542,5485929.87,2024_02
21-374-03588,107501.12,2023_01
21-388-03383,2485901.81,2023_01
21-375-03446,2811445.0,2025_03
21-376-03498,4051535.0,2025_03
21-376-03510,5982596.0,2025_03
21-381-03339,1006929.0,2025_03
21-382-03400,12450000.0,2025_03
21-383-03352,373647.0,2025_03
21-394-03534,50056906.64,2025_03
21-395-03409,43112770.28,2025_03
21-372-03566,78748273.26,2022_02
21-393-03285,124462257.9,2022_02
21-395-03413,198884597.62,2022_02
21-375-03443,12681806.0,2023_02
21-375-03449,22221402.0,2023_02
21-391-03329,1571129.0,2023_02
21-374-03574,2805598.94,2021_09
21-374-03581,5120015.32,2021_09
21-374-03584,1412654.09,2021_09
21-375-03443,727960277.51,2021_09
21-375-03445,1943210437.0,2021_09
21-376-03491,3195437.0,2021_09
21-376-03502,2752000.0,2021_09
21-376-03509,18300000.0,2021_09
21-376-03510,35416244.0,2021_09
21-386-03456,11713312.0,2021_09
21-387-03539,8252086.0,2021_09
21-387-03544,37331230.0,2021_09
21-387-03545,7251495.0,2021_09
21-388-03370,3168383.0,2021_09
21-393-03290,23042274.0,2021_09
21-393-03293,27428589.0,2021_09
21-393-03295,10266389.0,2021_09
21-395-03409,29270757.657,2021_09
21-374-03577,8061606.0,2021_05
21-376-03491,17637334.0,2021_05
21-382-03400,3142829.14,2021_05
21-386-03457,8080777.0,2021_05
21-387-03543,64034516.0,2021_05
21-387-03544,9250260.0,2021_05
21-388-03383,7055675.19,2021_05
21-390-03424,9924962.0,2021_05
21-390-03428,5403339.0,2021_05
21-390-03430,1147927.0,2021_05
21-393-03285,3943203.0,2021_05
21-393-03286,24019074.0,2021_05
21-393-03288,7972616.0,2021_05
21-393-03292,3330016.0,2021_05
21-393-03295,41993231.0,2021_05
21-393-03297,12124800.0,2021_05
21-394-03531,20203022.0,2021_05
21-394-03533,6553617.0,2021_05
21-394-03534,13000164.0,2021_05
21-394-03535,25784122.0,2021_05
21-396-03557,12891380.0,2021_05
21-398-03468,2765638.0,2021_05
21-398-03475,6690155.0,2021_05
21-398-03476,22530477.0,2021_05
21-398-03478,7700961.0,2021_05
21-398-03479,8787511.0,2021_05
21-372-03560,7352145.35,2021_08
21-372-03563,10962132.0,2021_08
21-372-03564,10340064.17,2021_08
21-372-03565,800000.0,2021_08
21-372-03566,22878174.81,2021_08
21-374-03586,670397153.0,2021_08
21-376-03490,769397687.0,2021_08
21-376-03491,7237871.0,2021_08
21-376-03503,421894083.0,2021_08
21-376-03512,737666740.0,2021_08
21-387-03546,18288057.0,2021_08
21-393-03284,11444591.0,2021_08
21-393-03293,47873849.0,2021_08
21-393-03294,6486716.0,2021_08
21-398-03471,6391044.0,2022_12
21-398-03475,2295238.85,2022_12
21-398-03478,5540010.0,2022_12
21-372-03559,82389605.18,2024_08
21-376-03510,5518077.0,2024_08
21-379-03434,1529664.11,2024_08
21-386-03460,9806477.0,2024_08
21-393-03285,159021229.91,2024_08
21-394-03534,82236897.84,2024_08
21-396-03550,1172908.0,2024_08
21-397-03517,187179602.69,2024_08
21-372-03560,249888.0,2025_05
21-376-03491,105758952.0,2025_05
21-376-03509,32637261.0,2025_05
21-376-03510,2105581.0,2025_05
21-386-03460,715446.8,2025_05
21-397-03517,18825549.0,2025_05
21-398-03471,1212531.94,2025_05
21-398-03475,6106623.05,2025_05
21-398-03479,5121756.09,2025_05
21-370-03318,114284832.0,2022_04
21-370-03319,123055797.0,2022_04
21-370-03320,209256836.0,2022_04
21-374-03588,641946.7,2022_04
21-396-03555,52119532.0,2022_04
21-396-03557,224488498.92,2022_04
