block_lgd,dtname,dtcode11,block_name,block_area,object_id,LST_C
03466,Koraput,398,BANDHUGAON,409,21-398,33.03092173745764
03573,Sundargarh,374,BALISANKARA,692,21-374,33.32508234145645
03480,Malkangiri,399,KALIMELA,1205,21-399,34.70200664810138
03487,Mayurbhanj,376,BADASAHI,352,21-376,32.27063291986549
03298,Baleshwar,377,BAHANAGA,238,21-377,32.807614460065935
03346,Deogarh,373,BARKOTE,943,21-373,32.87949270498959
03276,Anugul,384,ANUGUL,1116,21-384,33.7584504776568
03513,Nabarangpur,397,CHANDAHANDI,241,21-397,34.805267479422184
03394,Jajapur,382,BADCHANA,380,21-382,34.65041994481717
03404,Jharsuguda,371,JHARSUGUDA,433,21-371,33.75619212640451
03434,Kendrapara,379,AUL,226,21-379,33.15458022204212
03536,Puri,387,ASTARANGA,156,21-387,33.29468791635457
03409,Kalahandi,395,BHAWANIPATNA,826,21-395,34.352120181869665
03523,Nayagarh,385,BHAPUR,228,21-385,33.56757692878854
03547,Rayagada,396,BISSAMCUTTACK,746,21-396,33.24909507471138
03310,Bargarh,370,AMBABHONA,645,21-370,34.287794923050726
03322,Bhadrak,378,BASUDEVPUR,500,21-378,34.2997336259693
03329,Boudh,391,BOUDH,916,21-391,34.3545383233788
03357,Gajapati,389,GOSANI,235,21-389,32.01378452201863
03456,Khordha,386,BALIANTA,135,21-386,34.43416731937266
03364,Ganjam,388,ASKA,175,21-388,33.98218835667048
03284,Balangir,393,AGALPUR,323,21-393,36.01932670563508
03386,Jagatsinghapur,380,BALIKUDA,307,21-380,34.009993329022784
03349,Dhenkanal,383,BHUBAN,234,21-383,34.11095964122564
03332,Cuttack,381,ATHAGAD,424,21-381,34.15050941477239
03531,Nuapada,394,BODEN,689,21-394,34.98047017770485
03443,Kendujhar,375,ANANDAPUR,568,21-375,33.07729050297929
03567,Sonepur,392,BINIKA,335,21-392,34.68374090634639
03422,Kandhamal,390,BALIGUDA,852,21-390,31.28043551205429
03558,Sambalpur,372,BAMRA,657,21-372,33.38608493846115
