district,sum-population,total-tender-awarded-value,sum-aged-population,sum-young-population,nosanitation-hhds-pct,workers-affected-pct,pct-ncd,health-centres-count,avg-electricity,piped-hhds-pct,heat-days-score,dtname,object-id,timeperiod,population-z,exposure,govtresponse-z,government-response,efficiency,vulnerability-raw,vulnerability,heat-zscore,heat-hazard,topsis-score,heat-risk-score
BAJALI,326380,19399076.0,13428,24152,9.753,78.24,4.012,70.0,6.987,6.032,13.167,BAJALI,18-799-00124,2025_Apr-Jul,-1.405,2,-0.179,3,1.0,0.0,1,-2.341,1,0.308,2
BAKSA,736401,0.0,28577,37694,15.46,81.84,5.68,109.0,8.984,2.802,21.732,BAKSA,18-324-00260,2025_Apr-Jul,-0.604,2,-0.306,3,1.0,0.0,1,0.142,3,0.492,3
BARPETA,1653921,0.0,75588,141283,15.042,78.24,4.012,205.0,8.022,2.252,21.261,BARPETA,18-303-00120,2025_Apr-Jul,1.188,4,-0.306,3,1.0,0.0,1,0.006,3,0.508,3
BISWANATH,671077,3796955.0,34741,55400,28.46,55.39,5.398,100.0,8.896,4.204,28.389,BISWANATH,18-756-00249,2025_Apr-Jul,-0.732,2,-0.282,3,1.0,0.0,1,2.072,5,0.677,4
BONGAIGAON,830146,0.0,38553,70255,12.862,59.85,4.362,88.0,9.118,2.038,20.883,BONGAIGAON,18-319-00198,2025_Apr-Jul,-0.421,3,-0.306,3,1.0,0.0,1,-0.104,3,0.5,3
CACHAR,2176907,16200000.0,119823,190575,15.871,69.81,4.283,176.0,9.771,8.534,18.87,CACHAR,18-316-00184,2025_Apr-Jul,2.21,5,-0.2,3,1.0,0.0,1,-0.688,2,0.405,3
CHARAIDEO,500071,0.0,18277,22558,19.713,97.38,4.332,82.0,8.624,3.803,21.508,CHARAIDEO,18-755-00248,2025_Apr-Jul,-1.066,2,-0.306,3,1.0,0.0,1,0.077,3,0.492,3
CHIRANG,622822,2000000.0,35004,63086,25.348,85.96,4.582,68.0,8.241,1.028,17.779,CHIRANG,18-320-00203,2025_Apr-Jul,-0.826,2,-0.293,3,0.855,0.145,3,-1.004,2,0.431,3
DARRANG,1199718,0.0,61159,115630,12.999,85.43,3.61,129.0,9.188,5.102,17.619,DARRANG,18-325-00237,2025_Apr-Jul,0.301,3,-0.306,3,1.0,0.0,1,-1.05,2,0.386,2
DHEMAJI,720698,9721167.76,36081,64873,17.394,77.87,3.948,73.0,5.871,1.882,21.078,DHEMAJI,18-308-00148,2025_Apr-Jul,-0.635,2,-0.243,3,0.923,0.077,2,-0.047,3,0.525,3
DHUBRI,1443016,5923800.0,48004,112753,25.006,78.55,4.425,151.0,7.528,1.185,21.446,DHUBRI,18-301-00109,2025_Apr-Jul,0.776,4,-0.268,3,0.94,0.06,2,0.059,3,0.542,3
DIBRUGARH,1513312,0.0,71508,98690,12.796,81.66,6.027,169.0,10.219,4.188,23.156,DIBRUGARH,18-310-00158,2025_Apr-Jul,0.913,4,-0.306,3,0.877,0.123,3,0.555,4,0.727,4
DIMA HASAO,296839,0.0,12062,26355,23.25,89.42,3.17,4.0,8.147,6.363,17.771,DIMA HASAO,18-315-00180,2025_Apr-Jul,-1.463,2,-0.306,3,1.0,0.0,1,-1.006,2,0.379,2
GOALPARA,1104011,3600000.0,51522,112292,25.416,87.33,3.388,154.0,8.904,3.555,23.375,GOALPARA,18-302-00115,2025_Apr-Jul,0.114,3,-0.283,3,1.0,0.0,1,0.619,4,0.614,4
GOLAGHAT,1327183,0.0,77896,107706,15.06,73.24,6.09,153.0,8.803,7.176,24.069,GOLAGHAT,18-313-00172,2025_Apr-Jul,0.55,4,-0.306,3,0.871,0.129,3,0.82,4,0.727,4
HAILAKANDI,795887,630679853.0,32037,63766,19.262,79.86,6.115,87.0,9.485,4.01,18.894,HAILAKANDI,18-318-00194,2025_Apr-Jul,-0.488,3,3.821,1,0.916,0.084,2,-0.681,2,0.237,2
HOJAI,1158880,33006880.0,52200,93961,27.657,75.41,7.42,91.0,8.001,5.275,23.716,HOJAI,18-757-00252,2025_Apr-Jul,0.221,3,-0.09,3,0.745,0.255,4,0.718,4,0.763,4
JORHAT,1004865,0.0,54315,56726,12.066,73.71,7.53,106.0,10.292,14.251,22.902,JORHAT,18-312-00169,2025_Apr-Jul,-0.08,3,-0.306,3,1.0,0.0,1,0.482,3,0.5,3
KAMRUP,1670040,20406564.36,81141,109387,9.48,61.86,5.825,282.0,10.062,3.324,22.684,KAMRUP,18-321-00208,2025_Apr-Jul,1.219,4,-0.173,3,1.0,0.0,1,0.418,3,0.508,3
KAMRUP METRO,1390209,162352618.96,57692,64973,11.61,40.36,5.66,52.0,12.074,11.46,23.133,KAMRUP METRO,18-322-00219,2025_Apr-Jul,0.673,4,0.756,2,1.0,0.0,1,0.548,4,0.569,3
KARBI ANGLONG,721220,0.0,39542,86105,23.466,79.48,5.27,30.0,7.161,1.955,23.465,KARBI ANGLONG,18-314-00178,2025_Apr-Jul,-0.634,2,-0.306,3,0.727,0.273,4,0.645,4,0.744,4
KARIMGANJ,1449493,683027806.0,94144,170580,14.247,76.88,3.51,96.0,9.77,5.567,18.38,KARIMGANJ,18-317-00189,2025_Apr-Jul,0.789,4,4.164,1,1.0,0.0,1,-0.83,2,0.232,2
KOKRAJHAR,1296621,5908089.5,63405,122067,22.904,86.36,4.26,163.0,8.966,2.847,18.615,KOKRAJHAR,18-300-00101,2025_Apr-Jul,0.49,3,-0.268,3,0.893,0.107,3,-0.761,2,0.438,3
LAKHIMPUR,1192430,0.0,64508,108622,16.319,79.61,4.168,124.0,8.32,2.832,25.107,LAKHIMPUR,18-307-00141,2025_Apr-Jul,0.286,3,-0.306,3,0.896,0.104,3,1.121,4,0.716,4
MAJULI,164060,16184527.0,8042,8867,17.281,88.08,5.345,32.0,9.351,4.953,22.702,MAJULI,18-760-00280,2025_Apr-Jul,-1.723,1,-0.2,3,1.0,0.0,1,0.423,3,0.485,3
MORIGAON,1179129,0.0,47423,92493,15.812,55.93,5.163,116.0,7.183,3.35,22.536,MORIGAON,18-304-00126,2025_Apr-Jul,0.26,3,-0.306,3,0.99,0.01,1,0.375,3,0.5,3
NAGAON,2438438,0.0,109237,195307,23.508,69.66,5.167,277.0,9.826,4.975,23.809,NAGAON,18-305-00130,2025_Apr-Jul,2.72,5,-0.306,3,1.0,0.0,1,0.744,4,0.626,4
NALBARI,981016,0.0,46356,50124,21.254,47.21,6.945,142.0,10.469,9.66,18.599,NALBARI,18-323-00222,2025_Apr-Jul,-0.127,3,-0.306,3,1.0,0.0,1,-0.766,2,0.386,2
SIVASAGAR,785256,0.0,47509,57734,8.957,82.09,6.945,143.0,10.378,6.811,22.581,SIVASAGAR,18-311-00165,2025_Apr-Jul,-0.509,2,-0.306,3,1.0,0.0,1,0.388,3,0.492,3
SONITPUR,1491049,20979392.4,76214,122875,13.191,84.82,6.025,158.0,9.79,6.036,26.633,SONITPUR,18-306-00137,2025_Apr-Jul,0.87,4,-0.169,3,0.859,0.141,3,1.563,5,0.818,5
SOUTH SALMARA MANCACHAR,565524,0.0,26902,60617,28.086,84.29,3.23,69.0,6.665,3.569,20.183,SOUTH SALMARA MANCACHAR,18-758-00256,2025_Apr-Jul,-0.938,2,-0.306,3,1.0,0.0,1,-0.307,3,0.492,3
TAMULPUR,506008,0.0,23312,31415,9.72,81.84,5.68,67.0,9.241,4.627,10.052,TAMULPUR,18-816-00235,2025_Apr-Jul,-1.055,2,-0.306,3,1.0,0.0,1,-3.244,1,0.308,2
TINSUKIA,1438908,5293158.0,86433,141925,24.888,89.01,5.717,119.0,8.61,3.415,23.257,TINSUKIA,18-309-00154,2025_Apr-Jul,0.768,4,-0.272,3,0.712,0.288,4,0.584,4,0.776,4
UDALGURI,876151,0.0,42766,68536,12.412,80.43,5.602,15.0,6.483,2.391,20.384,UDALGURI,18-326-00240,2025_Apr-Jul,-0.331,3,-0.306,3,0.677,0.323,5,-0.249,3,0.629,4
WEST KARBI ANGLONG,376337,0.0,26699,56407,28.835,95.44,2.96,25.0,5.849,0.243,23.72,WEST KARBI ANGLONG,18-759-00255,2025_Apr-Jul,-1.308,2,-0.306,3,1.0,0.0,1,0.719,4,0.605,4
