object_id,revenue_ci,dtname,workers-affected-pct
18-300-00101,Gossaigaon (Pt),KOKRAJHAR,86.36
18-300-00102,Bhowraguri,KOKRAJHAR,86.36
18-300-00103,Dotoma,KOKRAJHAR,86.36
18-300-00104,Kokrajhar (Pt),KOKRAJHAR,86.36
18-300-00105,Bagribari (Pt),KOKRAJHAR,86.36
18-300-00106,Golokganj (Pt),KOKRAJHAR,86.36
18-300-00107,Dhubri (Pt),KOKRAJHAR,86.36
18-300-00108,Chapar (Pt),KOKRAJHAR,86.36
18-301-00109,Bagribari (Pt),DHUBRI,78.55
18-301-00110,Agamoni,DHUBRI,78.55
18-301-00111,Golokganj (Pt),DHUBRI,78.55
18-301-00112,Dhubri (Pt),DHUBRI,78.55
18-301-00113,Bilasipara (Pt),DHUBRI,78.55
18-301-00114,Chapar (Pt),DHUBRI,78.55
18-302-00115,Lakhipur,GOALPARA,87.33
18-302-00116,Balijana,GOALPARA,87.33
18-302-00117,Matia,GOALPARA,87.33
18-302-00118,Dudhnai,GOALPARA,87.33
18-302-00119,Rangjuli,GOALPARA,87.33
18-303-00120,Kalgachia,BARPETA,78.24
18-303-00121,Baghbor,BARPETA,78.24
18-303-00122,Barpeta,BARPETA,78.24
18-303-00123,Sarthebari,BARPETA,78.24
18-799-00124,Bajali (Pt),BAJALI,78.24
18-799-00125,Jalah (Pt),BAJALI,78.24
18-304-00126,Bhuragaon,MORIGAON,55.93
18-304-00127,Laharighat,MORIGAON,55.93
18-304-00128,Marigaon,MORIGAON,55.93
18-304-00129,Mikirbheta,MORIGAON,55.93
18-305-00130,Kaliabor,NAGAON,69.66
18-305-00131,Samaguri,NAGAON,69.66
18-305-00132,Rupahi,NAGAON,69.66
18-305-00133,Dhing,NAGAON,69.66
18-305-00134,Nagaon,NAGAON,69.66
18-305-00135,Raha,NAGAON,69.66
18-305-00136,Kampur,NAGAON,69.66
18-306-00137,Dhekiajuli (Pt),SONITPUR,84.82
18-306-00138,Chariduar,SONITPUR,84.82
18-306-00139,Tezpur,SONITPUR,84.82
18-306-00140,Na-Duar,SONITPUR,84.82
18-307-00141,Narayanpur,LAKHIMPUR,79.61
18-307-00142,Bihpuria,LAKHIMPUR,79.61
18-307-00143,Naobaicha,LAKHIMPUR,79.61
18-307-00144,Kadam,LAKHIMPUR,79.61
18-307-00145,North Lakhimpur,LAKHIMPUR,79.61
18-307-00146,Dhakuakhana (Pt-I),LAKHIMPUR,79.61
18-307-00147,Subansiri (Pt-I),LAKHIMPUR,79.61
18-308-00148,Dhakuakhana (Pt-II),DHEMAJI,77.87
18-308-00149,Subansiri (Pt-II),DHEMAJI,77.87
18-308-00150,Dhemaji,DHEMAJI,77.87
18-308-00151,Sissibargaon,DHEMAJI,77.87
18-308-00152,Jonai,DHEMAJI,77.87
18-308-00153,Gogamukh,DHEMAJI,77.87
18-309-00154,Sadiya,TINSUKIA,89.01
18-309-00155,Doom Dooma,TINSUKIA,89.01
18-309-00156,Tinsukia,TINSUKIA,89.01
18-309-00157,Margherita,TINSUKIA,89.01
18-310-00158,Dibrugarh West,DIBRUGARH,81.66
18-310-00159,Dibrugarh East,DIBRUGARH,81.66
18-310-00160,Chabua,DIBRUGARH,81.66
18-310-00161,Tengakhat,DIBRUGARH,81.66
18-310-00162,Moran,DIBRUGARH,81.66
18-310-00163,Tingkhong,DIBRUGARH,81.66
18-310-00164,Naharkatiya,DIBRUGARH,81.66
18-311-00165,Dimow,SIVASAGAR,82.09
18-311-00166,Sibsagar,SIVASAGAR,82.09
18-311-00167,Amguri,SIVASAGAR,82.09
18-311-00168,Nazira,SIVASAGAR,82.09
18-312-00169,Teok,JORHAT,73.71
18-312-00170,Titabor,JORHAT,73.71
18-312-00171,Mariani,JORHAT,73.71
18-313-00172,Bokakhat,GOLAGHAT,73.24
18-313-00173,Khumtai,GOLAGHAT,73.24
18-313-00174,Dergaon,GOLAGHAT,73.24
18-313-00175,Golaghat,GOLAGHAT,73.24
18-313-00176,Morangi,GOLAGHAT,73.24
18-313-00177,Sarupathar,GOLAGHAT,73.24
18-314-00178,Diphu,KARBI ANGLONG,79.48
18-314-00179,Silonijan,KARBI ANGLONG,79.48
18-315-00180,Umrangso,DIMA HASAO,89.42
18-315-00181,Haflong,DIMA HASAO,89.42
18-315-00182,Mahur,DIMA HASAO,89.42
18-315-00183,Maibong,DIMA HASAO,89.42
18-316-00184,Katigora,CACHAR,69.81
18-316-00185,Silchar,CACHAR,69.81
18-316-00186,Udarbond,CACHAR,69.81
18-316-00187,Sonai,CACHAR,69.81
18-316-00188,Lakhipur,CACHAR,69.81
18-317-00189,Karimganj,KARIMGANJ,76.88
18-317-00190,Badarpur,KARIMGANJ,76.88
18-317-00191,Nilambazar,KARIMGANJ,76.88
18-317-00192,Patharkandi,KARIMGANJ,76.88
18-317-00193,RamkrishnaNagar,KARIMGANJ,76.88
18-318-00194,Algapur,HAILAKANDI,79.86
18-318-00195,Hailakandi,HAILAKANDI,79.86
18-318-00196,Lala,HAILAKANDI,79.86
18-318-00197,Katlichara,HAILAKANDI,79.86
18-319-00198,Bongaigaon(Pt),BONGAIGAON,59.85
18-319-00199,Boitamari,BONGAIGAON,59.85
18-319-00200,Srijangram,BONGAIGAON,59.85
18-319-00201,Sidli (Pt-II),BONGAIGAON,59.85
18-319-00202,Manikpur,BONGAIGAON,59.85
18-320-00203,Kokrajhar (Pt),CHIRANG,85.96
