object_id,Shelter & Rest Infrastructure_tenders_awarded_value,timeperiod
18-322-00219,141421000.0,2022_11
18-308-00150,4559548.0,2022_05
18-301-00112,9998000.0,2022_04
18-324-00262,18397650.0,2022_10
18-316-00188,4999800.0,2022_07
18-326-00268,9988341.11,2022_07
18-300-00104,8981598.0,2022_03
18-303-00122,28775700.0,2022_02
18-309-00156,1800200.0,2025_09
18-312-00276,5104023.0,2025_09
18-324-00262,9499870.37,2025_09
18-308-00152,9000000.0,2025_08
18-322-00219,32285466.72,2025_08
18-324-00262,2499994.67,2025_08
18-305-00130,14071619.0,2024_07
18-324-00262,10983541.03,2024_07
18-310-00162,4590350.0,2026_02
18-322-00219,20119468.55,2026_02
18-322-00219,1600000.0,2026_03
18-309-00156,14363737.0,2024_12
18-322-00219,3023999.63,2024_12
18-300-00104,4745270.0,2024_04
18-316-00186,2025000.0,2024_04
18-307-00141,2481070.19,2026_01
18-304-00128,37799000.0,2024_05
18-313-00172,10000000.0,2023_08
18-322-00219,2200000.0,2023_08
18-322-00219,78469334.0,2019_09
18-300-00104,4999999.0,2026_05
18-308-00153,4999500.0,2026_05
18-322-00219,32435800.0,2026_05
18-322-00219,10000000.0,2023_09
18-322-00219,8975855.7,2024_02
18-322-00219,4629550.0,2024_03
18-324-00262,2601689.0,2024_03
18-326-00246,31144586.36,2024_03
18-312-00276,2769630.0,2023_06
18-317-00189,923152.13,2023_06
18-324-00262,2961000.0,2023_06
18-322-00219,2999800.0,2023_10
18-317-00189,8899005.61,2023_04
18-322-00219,31459210.0,2023_04
18-326-00246,4948662.46,2023_04
18-756-00251,6501840.0,2019_04
18-317-00189,853731.67,2023_05
18-305-00130,42205229.0,2024_08
18-305-00134,14067029.0,2024_08
18-300-00104,0.0,2023_01
18-306-00139,9377820.0,2023_01
18-320-00205,15950547.0,2023_01
18-324-00262,19649513.15,2021_11
18-310-00162,14372582.0,2024_09
18-310-00164,28708000.0,2024_09
18-317-00189,1869281.02,2023_02
18-326-00246,4759000.0,2023_02
18-326-00246,2538179.0,2019_03
18-320-00205,14999998.94,2019_02
18-300-00104,10864155.95,2023_03
18-310-00162,7662672.0,2023_03
18-324-00262,9571953.52,2023_03
18-306-00139,1800000.0,2025_05
18-322-00219,2012711.66,2025_05
18-300-00104,4371700.0,2025_11
18-302-00116,1711000.0,2025_11
18-320-00205,13000000.0,2025_11
18-326-00246,2497231.0,2025_11
18-300-00104,4998922.34,2025_10
18-816-00261,4799900.0,2025_10
18-301-00112,5923800.0,2025_04
18-302-00115,3600000.0,2025_04
18-308-00152,1800000.0,2025_04
18-309-00154,1900000.0,2025_04
18-316-00185,1800000.0,2025_04
18-316-00187,5400000.0,2025_04
18-307-00145,6715879.0,2020_08
18-322-00219,2239538.0,2025_12
18-323-00226,4455512.1,2025_12
18-308-00150,2931167.7,2025_06
18-308-00152,4990000.06,2025_06
18-757-00252,33006880.0,2025_06
18-310-00160,14447000.0,2025_03
18-310-00164,14438898.0,2025_03
18-300-00104,4988956.63,2025_02
18-304-00128,7367825.0,2025_02
18-307-00142,9487205.0,2025_02
18-308-00150,1800000.0,2025_02
18-308-00152,1800000.0,2025_02
18-309-00156,14354460.0,2025_02
18-310-00164,28708000.0,2025_02
18-323-00226,8910637.19,2025_02
18-300-00104,9977425.0,2022_09
18-305-00134,19988475.66,2022_09
18-308-00150,9724355.7,2022_09
18-320-00206,0.0,2022_09
18-322-00219,3000000.0,2022_09
18-326-00246,9606860.0,2022_09
18-300-00104,8697960.06,2022_08
18-318-00195,3998800.01,2022_08
18-300-00104,4967998.38,2025_01
18-309-00156,28421343.0,2025_01
18-310-00163,28679485.0,2025_01
18-324-00262,2099343.0,2025_01
18-816-00261,3352836.0,2025_01
