object_id,Drinking Water & Hydration_tenders_awarded_value,timeperiod
18-308-00150,143131000.0,2024_03
18-312-00171,0.0,2024_03
18-312-00276,74172833.0,2024_03
18-313-00175,256879093.0,2024_03
18-316-00185,0.0,2024_03
18-322-00219,165385000.0,2024_03
18-816-00261,9427894.0,2026_05
18-301-00112,40425988.0,2019_09
18-305-00134,38756288.0,2019_09
18-322-00219,147210894.0,2023_08
18-756-00251,105993574.0,2023_08
18-304-00128,0.0,2024_06
18-306-00139,69409738.0,2024_12
18-322-00219,2485539.0,2024_12
18-301-00114,11314868.4,2026_03
18-305-00136,13832600.0,2026_03
18-300-00104,88003502.28,2026_02
18-305-00134,1.0,2024_07
18-306-00139,2.0,2024_07
18-307-00145,2.0,2024_07
18-308-00150,0.0,2024_07
18-312-00276,2.0,2024_07
18-318-00195,2.0,2024_07
18-322-00219,14000134.35,2024_07
18-323-00226,1.0,2024_07
18-312-00276,61065050.0,2022_01
18-326-00246,3593701.0,2025_08
18-322-00219,14933.0,2025_09
18-312-00171,372250547.0,2020_11
18-324-00262,152859000.0,2020_11
18-318-00195,227099781.0,2020_07
18-312-00170,1290716550.0,2022_03
18-300-00104,35115340.0,2020_12
18-312-00276,365445000.0,2020_12
18-303-00122,45486710.0,2020_02
18-313-00175,87039407.0,2022_07
18-323-00226,64562885.0,2022_12
18-306-00139,2379123.0,2018_07
18-303-00122,83174000.51,2020_03
18-309-00156,102237918.0,2020_01
18-318-00195,127306892.0,2020_01
18-322-00219,67779773.44,2022_10
18-322-00219,7702450.0,2022_11
18-760-00281,8934687.0,2025_01
18-313-00175,19854000.0,2022_09
18-322-00219,262812550.0,2025_02
18-756-00251,2670000.0,2025_12
18-322-00219,1.0,2025_06
18-322-00219,17708819.0,2025_10
18-760-00281,16184527.0,2025_04
18-320-00206,2000000.0,2025_05
18-322-00219,15834773.0,2025_11
18-816-00261,9427367.0,2025_11
18-303-00122,24880191.0,2019_02
18-305-00134,32334500.0,2019_02
18-322-00219,42704435.0,2019_02
18-313-00175,39635892.0,2019_03
18-318-00195,45287100.0,2019_03
18-323-00226,49849309.0,2019_03
18-322-00219,222750000.0,2021_07
18-316-00185,164923000.0,2017_10
18-300-00104,1.0,2024_08
18-306-00139,1.0,2024_08
18-307-00145,1.0,2024_08
18-312-00276,1.0,2024_08
18-318-00195,1.0,2024_08
18-322-00219,1.0,2024_08
18-323-00226,1.0,2024_08
18-306-00139,69209772.0,2023_11
18-313-00175,564932500.0,2023_11
18-315-00183,55080320.0,2023_11
18-317-00189,943132885.0,2023_11
18-318-00195,60488595.0,2023_11
18-322-00219,394105940.0,2023_11
18-756-00249,132657815.0,2023_11
18-757-00252,792743653.0,2023_11
18-307-00147,134558366.0,2019_11
18-304-00128,46771953.0,2021_03
18-322-00219,1.0,2021_03
18-303-00122,25424908.0,2019_06
18-323-00226,13135553.0,2019_06
18-303-00122,104736519.0,2019_12
18-323-00226,7492500.0,2019_12
18-305-00130,214790000.0,2021_02
