object_id,JJM_tenders_awarded_value,timeperiod
18-322-00219,1.0,2021_03
18-305-00134,1.0,2024_07
18-306-00139,2.0,2024_07
18-307-00145,2.0,2024_07
18-308-00150,1.0,2024_07
18-312-00276,2.0,2024_07
18-318-00195,2.0,2024_07
18-322-00219,1.0,2024_07
18-323-00226,1.0,2024_07
18-300-00104,1.0,2024_08
18-306-00139,1.0,2024_08
18-307-00145,1.0,2024_08
18-308-00150,1.0,2024_08
18-312-00276,1.0,2024_08
18-318-00195,1.0,2024_08
18-322-00219,1.0,2024_08
18-323-00226,1.0,2024_08
18-322-00219,57947400.0,2023_08
18-322-00219,1.0,2025_06
18-312-00171,0.0,2024_03
18-312-00276,74172833.0,2024_03
18-313-00175,256879093.0,2024_03
18-312-00170,1290716550.0,2022_03
18-306-00139,69409738.0,2024_12
18-306-00139,69209772.0,2023_11
18-313-00175,564932500.0,2023_11
18-315-00183,55080320.0,2023_11
18-317-00189,943132885.0,2023_11
18-318-00195,60488595.0,2023_11
18-322-00219,394105940.0,2023_11
18-756-00249,132657815.0,2023_11
18-757-00252,792743653.0,2023_11
18-312-00276,61065050.0,2022_01
