object_id,RIDF_tenders_awarded_value,timeperiod
18-306-00137,8499166.0,2024_08
18-759-00255,64956248.0,2024_08
18-303-00122,2497769.71,2019_09
18-304-00128,1127228.83,2019_09
18-310-00161,3086618.0,2019_09
18-312-00169,3527641.5,2019_09
18-312-00276,0.0,2019_09
18-316-00185,8480708.47,2019_09
18-322-00219,29787459.98,2019_09
18-323-00226,3712695.0,2019_09
18-304-00128,82307848.9,2025_06
18-303-00122,10770124.13,2020_12
18-322-00220,5347466.0,2023_04
18-308-00150,129008.0,2019_10
18-309-00154,121197821.0,2023_07
18-317-00192,38316000.0,2023_07
18-321-00210,136330000.0,2023_07
18-305-00130,214790000.0,2021_02
18-305-00130,0.0,2022_07
18-310-00162,0.0,2022_07
18-317-00190,39982500.0,2022_07
18-318-00194,44954500.0,2022_07
18-756-00249,201802135.0,2022_07
18-760-00281,0.0,2022_07
18-310-00161,0.0,2020_09
18-307-00146,17945623.0,2024_05
18-322-00219,179497458.0,2024_05
18-305-00134,181302800.0,2023_06
18-304-00128,173008113.0,2023_03
18-305-00134,103169566.0,2023_03
18-317-00189,44728009.0,2023_03
18-324-00262,48097550.0,2023_03
18-760-00281,134413473.0,2023_03
18-308-00151,34792000.0,2026_05
18-325-00270,43746113.47,2026_05
18-325-00270,31211000.0,2019_06
18-326-00268,25408300.0,2019_06
18-799-00265,41423200.0,2019_06
18-304-00128,15225548.2,2025_02
18-316-00184,1602704.0,2025_02
18-316-00187,848490.0,2025_02
18-302-00115,102158539.0,2023_09
18-316-00185,31649400.0,2023_09
18-316-00185,9000000.0,2025_07
18-303-00122,0.0,2024_04
18-304-00128,448259305.38,2024_04
18-316-00187,25319700.0,2024_04
18-300-00104,2660000.0,2024_01
18-324-00262,0.0,2024_01
18-325-00239,60043500.0,2022_06
18-755-00248,2157353.6,2022_06
18-300-00104,14123453.0,2018_06
18-322-00219,36790037.0,2022_02
18-305-00134,185698260.58,2026_02
18-308-00151,23326000.0,2026_02
18-312-00171,53594100.0,2026_02
18-325-00270,73506002.89,2026_02
18-816-00261,104502951.22,2026_02
18-317-00192,20834000.0,2023_10
18-313-00172,14890050.0,2024_12
18-326-00246,17472925.0,2025_08
18-755-00248,75750000.0,2023_11
18-310-00163,10501000.0,2019_03
18-305-00134,15644260.88,2021_11
18-308-00150,11755100.0,2021_11
18-303-00122,94383130.0,2026_01
18-308-00151,45502981.0,2026_01
18-816-00261,33661187.78,2026_01
18-304-00128,149967774.86,2025_01
18-312-00276,54990900.0,2022_08
18-313-00177,21295000.0,2022_08
18-308-00150,2878136.05,2018_07
18-320-00205,7078000.42,2018_07
18-326-00246,29698726.2,2018_07
18-308-00150,58212765.0,2022_01
18-324-00262,19757464.0,2021_03
18-318-00195,31081944.36,2021_01
18-300-00104,7205000.0,2026_03
18-305-00134,3309206.0,2026_03
18-316-00184,826807.0,2025_03
18-316-00186,3393963.0,2025_03
18-317-00189,6769070.0,2025_03
18-304-00128,10692810.0,2023_08
18-324-00234,5909893.71,2024_03
18-310-00161,0.0,2020_11
18-322-00219,895319171.43,2022_03
18-304-00128,315646735.05,2021_12
18-322-00219,25184245.27,2021_12
18-322-00219,222750000.0,2021_07
18-312-00276,17064653.57,2021_08
18-304-00128,24604470.0,2022_10
18-306-00139,89998738.0,2022_09
18-308-00150,16963088.85,2021_06
18-755-00279,5553746.0,2023_05
18-325-00269,12496117.49,2021_09
18-760-00281,23103996.22,2021_09
18-309-00154,342540008.0,2022_11
18-303-00122,119682175.89,2026_04
18-304-00128,108116616.98,2026_04
18-300-00103,3800000.0,2025_05
18-309-00154,3393158.0,2025_05
18-303-00122,6912004.0,2022_04
18-316-00187,9849913.2,2023_12
18-307-00145,100085400.0,2020_06
18-302-00115,0.0,2024_06
18-304-00128,19490677.5,2024_06
18-308-00150,5212620.0,2020_10
18-326-00246,4725423.0,2024_10
18-300-00102,12710045.7,2021_04
18-302-00115,16123585.32,2021_05
18-304-00128,0.0,2021_05
18-322-00219,36939961.85,2021_05
18-306-00139,17624902.17,2020_08
18-756-00249,0.0,2020_08
18-308-00150,49644512.73,2025_09
18-302-00116,0.0,2018_08
